"time_elos","V2"
0,0
1,0.00013223391343
2,0.000541674220411656
3,0.00133986340170775
4,0.00242479982341236
5,0.00369096582093744
6,0.00569969518126203
7,0.00816498441457733
8,0.0107441708673602
9,0.0136392098071064
10,0.016757593397076
11,0.0200352206441793
12,0.0236044892432034
13,0.0275570842015821
14,0.0319156594213418
15,0.036665340574177
16,0.0419324346176474
17,0.0474997563862496
18,0.0534833144390807
19,0.0601556906201931
20,0.0671439911626459
21,0.0739333612798569
22,0.0806268491953216
23,0.0872742696969484
24,0.0949713108877251
25,0.103210937801794
26,0.112075608147155
27,0.122121064611502
28,0.132962163037844
29,0.144322619088729
30,0.156536397713617
31,0.16946040984914
32,0.183586487216181
33,0.198670554981716
34,0.214811043439288
35,0.232358112763147
36,0.251249132846701
37,0.271338699183065
38,0.292681680830059
39,0.315746883378574
40,0.33999311039471
41,0.364062920968266
42,0.388258131776717
43,0.412981546195317
44,0.437866937465106
45,0.462764415030505
46,0.487917311643135
47,0.513272124129798
48,0.539049473693075
49,0.565813134356305
50,0.59327232249281
51,0.621224696055909
52,0.649458348502528
53,0.678137784528489
54,0.706941758765673
55,0.73579174501874
56,0.76487542650243
57,0.794463257645402
58,0.824835058729623
59,0.85590384264801
60,0.887437641853994
61,0.919682517896607
62,0.952615222481724
63,0.985860975009721
64,1.01903336853874
65,1.05272442293804
66,1.08698190105193
67,1.12159190894869
68,1.1564315583157
69,1.19131587920524
70,1.22610113207589
71,1.26124786060521
72,1.29665947100377
73,1.33243964348368
74,1.36851118553433
75,1.40462032680315
76,1.4409929698201
77,1.47777780668562
78,1.51490721955711
79,1.55232863869602
80,1.58986643815565
81,1.62762370395677
82,1.66540347569778
83,1.7033853870177
84,1.74143742903661
85,1.77953440083341
86,1.81789167342212
87,1.85672024977324
88,1.8957751512543
89,1.93486575129868
90,1.97396268792258
91,2.01300069706796
92,2.05243282694912
93,2.09229705395297
94,2.1326185499468
95,2.17297052992487
96,2.21321755946782
97,2.25351715616511
98,2.29425003036679
99,2.3353779966038
100,2.37680217942586
101,2.41865028153086
102,2.4606286073134
103,2.5027498161661
104,2.54498758880835
105,2.5873100026566
106,2.62970004966458
107,2.67237121261082
108,2.71509382696594
109,2.75786895394307
110,2.8007469428488
111,2.84369772643569
112,2.88708374045703
113,2.93050474522252
114,2.97420380476371
115,3.01837769495174
116,3.0625923603345
117,3.10657665318948
118,3.15080474614448
119,3.19545361944996
120,3.24000492734871
121,3.28454085671226
122,3.32933005905504
123,3.37447090789919
124,3.41960016402089
125,3.46460531431393
126,3.50962132488348
127,3.5545838308108
128,3.59939183504369
129,3.64422371211419
130,3.68904579988855
131,3.73382677985819
132,3.77862677985819
133,3.82344218584932
134,3.86850940026726
135,3.91356096648278
136,3.95859839980275
137,4.00357921163541
138,4.04846594400599
139,4.09337093723796
140,4.13835363696122
141,4.18352098559022
142,4.22875551299631
143,4.27383279287074
144,4.31919872902004
145,4.36485142145527
146,4.4107028593265
147,4.45674149113957
148,4.50301055071178
149,4.54951091161667
150,4.59593106999924
151,4.64218773840347
152,4.68863460269209
153,4.73540157131972
154,4.78225344501403
155,4.82909631891346
156,4.87598965568606
157,4.92265521859884
158,4.9694328705585
159,5.0163328705585
160,5.06325563172509
161,5.11044375100682
162,5.15770819055664
163,5.20490847881484
164,5.25219355438378
165,5.29950938858521
166,5.34707402672427
167,5.39488380042782
168,5.44288380042782
169,5.49070909119497
170,5.53846818449646
171,5.58613792234586
172,5.63394845186175
173,5.68193359254662
174,5.73003414602275
175,5.77826622957435
176,5.82656622957435
177,5.87497420958395
178,5.92347106958302
179,5.9721703521945
180,6.0211252609968
181,6.07039171604123
182,6.11985743776168
183,6.16946153528167
184,6.21926249804643
185,6.26925222077391
186,6.31946378309747
187,6.3697155455203
188,6.4200833616406
189,6.470497627187
190,6.52119393017216
191,6.57189404714571
192,6.62263893391718
193,6.67374356898893
194,6.72507576124181
195,6.77683363368204
196,6.8289186102424
197,6.8811063433053
198,6.93337919062942
199,6.98602645898904
200,7.03890597444668
201,7.0917856846396
202,7.14507393279109
203,7.19857393279109
204,7.25213680985144
205,7.30572726168331
206,7.35966219670109
207,7.41389174765005
208,7.46835557587628
209,7.52279064204502
210,7.5777095488281
211,7.63330201428974
212,7.6893775200461
213,7.74578084871573
214,7.80237982111283
215,7.85901379526969
216,7.91571133768789
217,7.97242187066686
218,8.02923345024269
219,8.08616771081313
220,8.14345992751984
221,8.20140129730381
222,8.25976652770091
223,8.3183050347173
224,8.37729320949972
225,8.4367441605657
226,8.49646362838783
227,8.55615465066969
228,8.61585465066969
229,8.67563828536825
230,8.73523791451118
231,8.79512264420528
232,8.85516635069903
233,8.91523279830222
234,8.97518789562055
235,9.03523323692008
236,9.09552474043555
237,9.15600221936009
238,9.21657103770262
239,9.27712141250512
240,9.33792993288002
241,9.39878986070683
242,9.45998416604394
243,9.52131107634867
244,9.5830586864248
245,9.64486187281155
246,9.70687694317419
247,9.76923877280745
248,9.83167686874041
249,9.89428788030382
250,9.95724838790932
251,10.0205583095293
252,10.0839037634469
253,10.1474296761619
254,10.2109720718935
255,10.2744989625739
256,10.3383152860142
257,10.4022694102885
258,10.4660289889792
259,10.5297631771322
260,10.5933639622191
261,10.6568860701502
262,10.720419075614
263,10.7841074005834
264,10.8478436446351
265,10.9116348229008
266,10.9754473018124
267,11.0392045704597
268,11.1029136415746
269,11.1666255079588
270,11.2305931159231
271,11.2945985207053
272,11.3586105659554
273,11.4228445291587
274,11.4870651494175
275,11.5509719631613
276,11.6147558260388
277,11.6786384218556
278,11.7425019335288
279,11.8064490739201
280,11.8704490739201
281,11.9344098865254
282,11.9985104012296
283,12.0627255911801
284,12.1268726732864
285,12.1909717095134
286,12.2552032109352
287,12.319502735506
288,12.3838835961931
289,12.4483258438403
290,12.5128377451162
291,12.5773946947436
292,12.6420193485579
293,12.7067689791653
294,12.7716689791653
295,12.8365275287218
296,12.9018218425682
297,12.967213675539
298,13.0326135567006
299,13.0981742153783
300,13.1638833815103
301,13.2297776317327
302,13.2958788265599
303,13.3619828109493
304,13.4282432616016
305,13.494443439502
306,13.560678694172
307,13.6269884953581
308,13.6934884953581
309,13.7600341296114
310,13.8266400110715
311,13.8933400110715
312,13.9601085961265
313,14.0271045267687
314,14.0942777085399
315,14.161571897729
316,14.2289102701353
317,14.2963440262374
318,14.363812099813
319,14.4311572764119
320,14.4986343468591
321,14.5662178803653
322,14.633565513095
323,14.7008481493352
324,14.768214161935
325,14.8355933795921
326,14.903317674298
327,14.9711200885315
328,15.0389071726481
329,15.1065474673201
330,15.1742474673201
331,15.2417706298667
332,15.3091380852533
333,15.3764969103339
334,15.4440107704516
335,15.5120908265227
336,15.5805783316272
337,15.6492940260759
338,15.718010467095
339,15.7871697348186
340,15.8566726054214
341,15.9265733748789
342,15.9969581260495
343,16.0674558167458
344,16.1382841494452
345,16.2094089547867
346,16.2806053812869
347,16.3521148114431
348,16.4241258775581
349,16.4967608272467
350,16.5699821366466
351,16.6434634507448
352,16.7171545216126
353,16.7907813673042
354,16.8646607031706
355,16.9390777645078
356,17.0138303397773
357,17.0885842077251
358,17.1637040624787
359,17.2391888275367
360,17.3152642450252
361,17.3914802337271
362,17.4678257463935
363,17.5441623467258
364,17.6209085504132
365,17.6978313071936
366,17.7747870606126
367,17.8516930545935
368,17.9286128696734
369,18.0054823955607
370,18.082372522586
371,18.1592930943704
372,18.2364747022188
373,18.3133641948022
374,18.3902252726468
375,18.4671252726468
376,18.543952303254
377,18.6207523032541
378,18.6975621180649
379,18.7742743281502
380,18.8510419647216
381,18.9277956004581
382,19.0048018178906
383,19.0818895193909
384,19.1589334146276
385,19.2360015910379
386,19.3129467708164
387,19.3898172092392
388,19.4667000481463
389,19.5436055649625
390,19.620452032777
391,19.697148938877
392,19.7738542021913
393,19.8503593403138
394,19.9268101356064
395,20.0032520666263
396,20.0798102062768
397,20.156540743989
398,20.2333311502984
399,20.3102799013789
400,20.3874132778064
401,20.464608920079
402,20.5418570188364
403,20.619113887534
404,20.6962729058504
405,20.7733729058504
406,20.8505261917105
407,20.9277376133148
408,21.0048726494313
409,21.0820635971731
410,21.159102651762
411,21.236158950667
412,21.3131984133817
413,21.3902604499814
414,21.4672999059384
415,21.5444407859478
416,21.6216365021026
417,21.698887700007
418,21.7759928570408
419,21.853109217079
420,21.9302183041379
421,22.0073675978928
422,22.084727526328
423,22.162227526328
424,22.2396726424701
425,22.3171443973422
426,22.3947267067106
427,22.4721951787531
428,22.5496094824544
429,22.6270455794593
430,22.7046692698521
431,22.7823449001421
432,22.8599781984818
433,22.9375781984818
434,23.0151354416223
435,23.0927691885457
436,23.1704917362786
437,23.2485201682882
438,23.3268610128295
439,23.4051599636909
440,23.483721373931
441,23.5625645218332
442,23.6416928198503
443,23.7208585381586
444,23.8000946936625
445,23.8793830767504
446,23.9588330580145
447,24.0383798864045
448,24.1182431382847
449,24.1981776966442
450,24.2782415812071
451,24.3584472429239
452,24.4389380056741
453,24.5196521748167
454,24.6004239336198
455,24.6814954656271
456,24.7625174688889
457,24.843431921157
458,24.9243740522573
459,25.0053740522573
460,25.0864088848771
461,25.1676281389881
462,25.2490602714583
463,25.3304832259083
464,25.4119566645085
465,25.4933663937759
466,25.5748335634026
467,25.6565105180975
468,25.7384522364251
469,25.820556282637
470,25.9029193807576
471,25.9854415072116
472,26.068240818713
473,26.1507332664117
474,26.2334717180098
475,26.3163014966954
476,26.3992309983831
477,26.4822441386774
478,26.5652146940264
479,26.6482675854868
480,26.7314342099212
481,26.8148693010334
482,26.8984962915837
483,26.9821127476703
484,27.0657137905002
485,27.1493693477902
486,27.2332747620562
487,27.3172573206382
488,27.4011185434115
489,27.4849448622979
490,27.5690973018902
491,27.653216994865
492,27.7376159623608
493,27.8221162215834
494,27.9067466465994
495,27.9913822766453
496,28.0759879387023
497,28.1607003688646
498,28.2452689516973
499,28.3299849963607
500,28.4151600976814
501,28.5004600976814
502,28.5859564402725
503,28.6715071595316
504,28.757153441431
505,28.8428679648179
506,28.9287479235203
507,29.0145283264502
508,29.1003816364886
509,29.1862479080824
510,29.2724962753322
511,29.3590574860209
512,29.4457007004597
513,29.532399948527
514,29.6190506858332
515,29.7056941614857
516,29.7921975049031
517,29.878856712566
518,29.9655402154781
519,30.0526455989387
520,30.1397706963266
521,30.2269667980199
522,30.3141461531689
523,30.4013988955167
524,30.488821023696
525,30.5764143678351
526,30.6640863701823
527,30.7519427974113
528,30.8399944995566
529,30.9279369466231
530,31.0158235838362
531,31.1038840380522
532,31.1919617294718
533,31.2801664871733
534,31.368468603758
535,31.456868603758
536,31.5452943010062
537,31.6337305671002
538,31.7224828927203
539,31.8112376659874
540,31.9000545324587
541,31.989091649239
542,32.0782053673357
543,32.1675945390966
544,32.2571685175798
545,32.3468583427459
546,32.4368174981576
547,32.5268608236255
548,32.6169461013499
549,32.7072965610565
550,32.7977961545917
551,32.8884388787347
552,32.9792568149023
553,33.0703135554068
554,33.1616696570622
555,33.2530696570622
556,33.3443105704351
557,33.4354200157322
558,33.5264768519457
559,33.6173633502347
560,33.7080633502347
561,33.7986891370556
562,33.8890891370556
563,33.9794914822922
564,34.0699777257861
565,34.1604123890109
566,34.2507123890109
567,34.3409847684053
568,34.4310847684053
569,34.5211323762211
570,34.6112315809684
571,34.7013078566265
572,34.7912078566265
573,34.8812305635038
574,34.9713305635038
575,35.0614262102345
576,35.1514262102345
577,35.241333472232
578,35.331133472232
579,35.420933472232
580,35.5108297353602
581,35.6007029121612
582,35.6905029121612
583,35.7803478869612
584,35.8701317623012
585,35.9598317623012
586,36.0496005810587
587,36.1395667183093
588,36.2294667183093
589,36.3193667183093
590,36.4091804526755
591,36.499024321418
592,36.588824321418
593,36.6785340239779
594,36.7682340239779
595,36.8579340239779
596,36.947599084091
597,37.037315557513
598,37.127015557513
599,37.216715557513
600,37.3065004779927
601,37.3963004779927
602,37.4861004779927
603,37.5759004779927
604,37.6656373424064
605,37.7553618350231
606,37.8451273253723
607,37.9348273253723
608,38.0244437081847
609,38.1139019516363
610,38.2031794262803
611,38.2923559448151
612,38.3814559448151
613,38.4705559448151
614,38.5596559448151
615,38.6487559448151
616,38.7378059304799
617,38.8268059304799
618,38.9158059304799
619,39.0048059304799
620,39.0938059304799
621,39.1828059304799
622,39.2718059304799
623,39.3609006492652
624,39.4501006492652
625,39.5393006492652
626,39.6284574992703
627,39.7175574992703
628,39.8066574992703
629,39.8957574992703
630,39.9848574992703
631,40.0739847953549
632,40.1632745883476
633,40.2525745883476
634,40.3418745883476
635,40.431157050038
636,40.520457050038
637,40.609757050038
638,40.699057050038
639,40.7884221292125
640,40.8778520229312
641,40.9673520229312
642,41.0567909884898
643,41.1462025611367
644,41.2357450753196
645,41.3253450753196
646,41.4148472826294
647,41.5042798461814
648,41.5936537139225
649,41.6829537139225
650,41.7723122342406
651,41.8617199216337
652,41.9512185109779
653,42.0407698525215
654,42.1303778050222
655,42.2199157623757
656,42.3093872450767
657,42.3988157573892
658,42.4883157573892
659,42.5779137832679
660,42.6675360961969
661,42.7572360961969
662,42.8469247789801
663,42.9365247789801
664,43.0261988916863
665,43.1158449835106
666,43.2055412276072
667,43.2952287436241
668,43.3847664791742
669,43.4743510982496
670,43.5639132089764
671,43.653484535274
672,43.743084535274
673,43.8326078663755
674,43.9221078663755
675,44.0115301358785
676,44.1009238471842
677,44.1903238471842
678,44.2797238471842
679,44.3691238471842
680,44.4585238471842
681,44.5479238471842
682,44.6373238471842
683,44.7267238471842
684,44.8161238471842
685,44.9056111376553
686,44.9951111376553
687,45.0847433770146
688,45.1744433770146
689,45.2640158816619
690,45.353510049102
691,45.4429236939012
692,45.5323236939012
693,45.6217814492557
694,45.7112814492557
695,45.8007814492557
696,45.8902814492557
697,45.9797814492557
698,46.0693525718516
699,46.1589525718516
700,46.2485525718516
701,46.3380811745532
702,46.4275418251947
703,46.5169418251947
704,46.6063418251947
705,46.6957418251947
706,46.7851418251947
707,46.8745418251947
708,46.9639418251947
709,47.0533761488517
710,47.1428209560754
711,47.2322209560754
712,47.3215516053231
713,47.410899427398
714,47.500299427398
715,47.589699427398
716,47.679099427398
717,47.768499427398
718,47.857899427398
719,47.9472358006582
720,48.0366599021919
721,48.125959902192
722,48.2152846453999
723,48.3045846453999
724,48.3939245323379
725,48.4833245323379
726,48.5727831129864
727,48.6623605861121
728,48.7518605861121
729,48.8414221826804
730,48.9310221826804
731,49.0205534996418
732,49.1100662111251
733,49.1996662111251
734,49.2892066053626
735,49.3787066053626
736,49.4682066053626
737,49.5577066053626
738,49.6471893413613
739,49.7365893413613
740,49.8259252991454
741,49.9152252991454
742,50.0044445878753
743,50.0936304611586
744,50.1827304611586
745,50.2717465442347
746,50.3608465442347
747,50.4499465442347
748,50.5390465442347
749,50.6280973401814
750,50.7170973401814
751,50.8060587403142
752,50.8949587403142
753,50.9838587403142
754,51.0727556578363
755,51.1615661485532
756,51.2503661485532
757,51.3390877166146
758,51.4277877166146
759,51.5164877166146
760,51.60518262172
761,51.6938295630919
762,51.7825079775447
763,51.8710925747216
764,51.9596058325446
765,52.0480058325446
766,52.1362787257335
767,52.2244787257335
768,52.3126787257335
769,52.4008167356749
770,52.4889757941327
771,52.5771757941327
772,52.6652859172801
773,52.7533859172801
774,52.8414859172801
775,52.9295859172801
776,53.0176534266374
777,53.1056534266374
778,53.1937217263402
779,53.2817217263402
780,53.3697217263402
781,53.4576547248209
782,53.5454547248209
783,53.6331910159039
784,53.7207910159039
785,53.8083262955382
786,53.89588989472
787,53.9833690767869
788,54.070742552522
789,54.1581037240023
790,54.2454951204719
791,54.3327951204719
792,54.4200951204719
793,54.507458465385
794,54.594758465385
795,54.682058465385
796,54.769358465385
797,54.8565896077568
798,54.943669835668
799,55.030669835668
800,55.117669835668
801,55.2046920818802
802,55.2917920818802
803,55.3788721427689
804,55.4657721427689
805,55.5527062408248
806,55.6397062408248
807,55.7266603747934
808,55.8135603747934
809,55.9004106242308
810,55.9872106242308
811,56.0740106242308
812,56.1610422019513
813,56.2480736582661
814,56.3351079462403
815,56.4222079462403
816,56.5093079462403
817,56.5963648544577
818,56.6834648544577
819,56.7704338744778
820,56.8572415041117
821,56.9439003015348
822,57.0305003015348
823,57.117037963189
824,57.2035580706651
825,57.2901714419258
826,57.3768714419258
827,57.4635714419258
828,57.5502714419258
829,57.6369495886386
830,57.7235495886386
831,57.8101495886386
832,57.8967495886386
833,57.983415095671
834,58.0702066439606
835,58.1569822354574
836,58.2436822354574
837,58.3303822354574
838,58.4170822354574
839,58.5038507568311
840,58.5906230757659
841,58.6771848343586
842,58.7634578367776
843,58.8496578367776
844,58.9358086493046
845,59.0219086493046
846,59.1079633289509
847,59.1939633289509
848,59.2799534517409
849,59.3658292285347
850,59.4517292285347
851,59.5376292285347
852,59.6235292285347
853,59.7094292285347
854,59.795381161817
855,59.8814378139517
856,59.9675378139517
857,60.0536378139517
858,60.139743612416
859,60.225943612416
860,60.3121235639986
861,60.3982235639986
862,60.4843235639986
863,60.5704235639986
864,60.6565235639986
865,60.7426235639986
866,60.8287102106984
867,60.9146407782355
868,61.0005165437422
869,61.0862785149202
870,61.1717842476479
871,61.2572045788272
872,61.3426045788272
873,61.4280045788272
874,61.5134824985011
875,61.5992302147149
876,61.6850535140535
877,61.7709563487715
878,61.8569798636895
879,61.9428313681347
880,62.028407188041
881,62.1138091294184
882,62.1992091294184
883,62.2845628066531
884,62.3699628066531
885,62.4553628066531
886,62.5407279318435
887,62.6260513277236
888,62.7114513277236
889,62.7967991646939
890,62.8821008703928
891,62.9675008703928
892,63.0527911753526
893,63.1380911753526
894,63.2231897233725
895,63.3079897233725
896,63.3927897233725
897,63.4775897233725
898,63.5623897233725
899,63.6471897233725
900,63.7319897233725
901,63.8167897233725
902,63.9015897233725
903,63.9864397139864
904,64.0713857995822
905,64.1563882850374
906,64.2414882850373
907,64.3265882850374
908,64.4116882850374
909,64.4967882850374
910,64.5818048152693
911,64.6667652756117
912,64.7517511631174
913,64.8365511631174
914,64.9212675241774
915,65.0059675241774
916,65.0906635680302
917,65.1753491696821
918,65.2600400374006
919,65.3447774161539
920,65.429709461388
921,65.5146452247922
922,65.5995452247922
923,65.6844452247922
924,65.7692983134447
925,65.8541495435125
926,65.9391531060495
927,66.0242531060495
928,66.1093327627999
929,66.1942738946671
930,66.2790951316289
931,66.3638167716657
932,66.4485167716657
933,66.5332581751238
934,66.6180581751238
935,66.7028581751238
936,66.7876180860621
937,66.8723939589462
938,66.9571102696731
939,67.0418102696731
940,67.1265649354363
941,67.2113246710148
942,67.2961246710148
943,67.3809246710148
944,67.4658055118
945,67.5506942121939
946,67.6354337580015
947,67.7202067898262
948,67.8049067898262
949,67.8896098402255
950,67.9744098402255
951,68.059180748252
952,68.1437371730008
953,68.2281858123553
954,68.3124858123553
955,68.3967858123553
956,68.4810858123553
957,68.5653858123553
958,68.6496858123553
959,68.7339858123553
960,68.8182858123553
961,68.9025562243403
962,68.9866950585647
963,69.0706950585647
964,69.1547877239323
965,69.2389057087697
966,69.3231057087697
967,69.4073057087697
968,69.4915833352445
969,69.5758833352445
970,69.6601833352445
971,69.7444833352445
972,69.8286839338521
973,69.9127939068882
974,69.9968939068882
975,70.0809939068882
976,70.1650939068882
977,70.2491939068882
978,70.3332939068882
979,70.4173939068882
980,70.5014415016379
981,70.5855385119726
982,70.6696385119726
983,70.7536690365796
984,70.837508279493
985,70.9213012215868
986,71.0051259964476
987,71.0887812301954
988,71.1723029304681
989,71.2556524994665
990,71.3389633451249
991,71.4222403139794
992,71.5053846218367
993,71.5884846218367
994,71.6715846218367
995,71.754666646765
996,71.8377647579639
997,71.9209637156149
998,72.0040637156149
999,72.0871891056818
1000,72.1703891056818
1001,72.2536260960629
1002,72.3369260960629
1003,72.4202260960629
1004,72.5035571591119
1005,72.5868858389446
1006,72.6702076461278
1007,72.7535076461278
1008,72.8368076461278
1009,72.9201076461278
1010,73.0033211480855
1011,73.0865211480855
1012,73.1697337007717
1013,73.2530337007717
1014,73.3362822733696
1015,73.4194822733696
1016,73.5026822733696
1017,73.5858822733696
1018,73.6689895558784
1019,73.7520895558784
1020,73.8351895558784
1021,73.9182270351563
1022,74.0013124526909
1023,74.084439969545
1024,74.167598936663
1025,74.2506572622458
1026,74.3337049280451
1027,74.4167049280451
1028,74.4996760044979
1029,74.5825760044979
1030,74.6654760044979
1031,74.7483760044979
1032,74.8312760044979
1033,74.9141760044979
1034,74.9970516125373
1035,75.0798516125373
1036,75.1625744263728
1037,75.2451744263728
1038,75.3277451402651
1039,75.4103468433477
1040,75.4930468433477
1041,75.5756799073825
1042,75.6582799073825
1043,75.7408799073825
1044,75.8233900800074
1045,75.9058292794917
1046,75.9881133410871
1047,76.0703316854149
1048,76.1526316854149
1049,76.2350087084321
1050,76.3173432377001
1051,76.3994373220476
1052,76.4814843153544
1053,76.5636351608942
1054,76.645806694568
1055,76.7279713364537
1056,76.8100713364537
1057,76.89211931636
1058,76.9741761867066
1059,77.0561761867066
1060,77.1381761867066
1061,77.2201559164638
1062,77.3020559164638
1063,77.3840139991352
1064,77.4660139991352
1065,77.5480889333949
1066,77.6301238268115
1067,77.7120238268115
1068,77.7939795134563
1069,77.8759219651321
1070,77.9578219651321
1071,78.0397219651321
1072,78.1216645287987
1073,78.2036645287987
1074,78.2856645287987
1075,78.3676023378419
1076,78.4494233977482
1077,78.5312233977482
1078,78.6130233977482
1079,78.6948233977482
1080,78.7765905770946
1081,78.8583905770946
1082,78.9401905770946
1083,79.0219489037718
1084,79.1036489037718
1085,79.1853489037718
1086,79.2670492402049
1087,79.3486859194558
1088,79.4302859194558
1089,79.5118859194558
1090,79.5934275674991
1091,79.6748275674991
1092,79.7562275674991
1093,79.8376275674991
1094,79.9190275674991
1095,80.0004275674991
1096,80.0818275674991
1097,80.163225721233
1098,80.2444799407875
1099,80.3256799407875
1100,80.4068799407874
1101,80.4880799407875
1102,80.5692620467865
1103,80.6503620467865
1104,80.7315369547943
1105,80.8127369547943
1106,80.8939369547943
1107,80.9751286047263
1108,81.0563065526645
1109,81.1374065526645
1110,81.2185065526645
1111,81.2996065526645
1112,81.3807065526645
1113,81.4618065526645
1114,81.5428119181891
1115,81.6238119181891
1116,81.7048119181891
1117,81.7858119181891
1118,81.8668082001039
1119,81.9476445485498
1120,82.0284445179117
1121,82.1091183410836
1122,82.1896757118163
1123,82.2701757118163
1124,82.3506757118163
1125,82.4311757118163
1126,82.5116757118163
1127,82.5921757118163
1128,82.6727533813622
1129,82.7533294874644
1130,82.8336874322932
1131,82.9139874322932
1132,82.9942874322932
1133,83.0745058687163
1134,83.1547058687163
1135,83.2348238485518
1136,83.3149337785336
1137,83.3951337785336
1138,83.4753207620138
1139,83.5555658851785
1140,83.6358658851785
1141,83.7162290807049
1142,83.7966290807049
1143,83.8768753265601
1144,83.9570753265601
1145,84.0372753265601
1146,84.1174753265601
1147,84.1976153298828
1148,84.2774890666967
1149,84.3573486117674
1150,84.4372486117674
1151,84.5171189115725
1152,84.5969348017787
1153,84.6768348017787
1154,84.7566763001282
1155,84.8364763001282
1156,84.9163440788844
1157,84.9961431830333
1158,85.0757521723896
1159,85.1553521723896
1160,85.2349521723896
1161,85.3144462815658
1162,85.3938462815658
1163,85.4732462815658
1164,85.5526462815658
1165,85.6319901213474
1166,85.7112323332447
1167,85.7904323332447
1168,85.8696323332447
1169,85.9488031773527
1170,86.0278151939283
1171,86.1068151939283
1172,86.1858151939283
1173,86.2648151939283
1174,86.3436924743792
1175,86.4224435938676
1176,86.5011443002755
1177,86.5799264862626
1178,86.6586625761743
1179,86.7373625761742
1180,86.815948524723
1181,86.8944485247229
1182,86.9729798255244
1183,87.0513130985648
1184,87.1293912443535
1185,87.2073912443534
1186,87.2853912443534
1187,87.3634250388619
1188,87.4415250388619
1189,87.5196250388619
1190,87.5977250388619
1191,87.6758250388619
1192,87.7539250388619
1193,87.8320250388619
1194,87.9101880612791
1195,87.9884880612791
1196,88.0665482834123
1197,88.1445482834123
1198,88.2224615547179
1199,88.3003615547179
1200,88.3783101559818
1201,88.4562101559818
1202,88.5339893247683
1203,88.611703213465
1204,88.6895603445807
1205,88.7673882156971
1206,88.8452775191566
1207,88.9231775191566
1208,89.0010775191566
1209,89.0789775191566
1210,89.1568775191566
1211,89.2347522035091
1212,89.3125522035091
1213,89.3903522035092
1214,89.4681522035091
1215,89.5458868355643
1216,89.6235868355643
1217,89.7012077327292
1218,89.7788077327292
1219,89.8564077327292
1220,89.9339955118654
1221,90.0115787328866
1222,90.0889953832436
1223,90.1662953832436
1224,90.2436014506308
1225,90.3210616565652
1226,90.3984616565652
1227,90.4758425501813
1228,90.5531425501813
1229,90.6305240369721
1230,90.7079240369721
1231,90.7852417141573
1232,90.8625417141573
1233,90.9398417141573
1234,91.0171417141573
1235,91.0944417141573
1236,91.1717417141573
1237,91.2489905218983
1238,91.3261171072804
1239,91.4031171072804
1240,91.4801263339448
1241,91.5572521422934
1242,91.6344521422934
1243,91.7116521422934
1244,91.7888521422934
1245,91.8659524732156
1246,91.9430566611765
1247,92.0202010073343
1248,92.0970259780587
1249,92.1737954291694
1250,92.2504609651955
1251,92.3271218337648
1252,92.4038139326452
1253,92.4803336904646
1254,92.5567132663163
1255,92.6331132663163
1256,92.7095132663163
1257,92.7859876677667
1258,92.8625657153872
1259,92.9391657153872
1260,93.0157927917293
1261,93.0923927917293
1262,93.1689927917293
1263,93.245475015514
1264,93.321875015514
1265,93.398275015514
1266,93.474678323076
1267,93.551178323076
1268,93.6276420428929
1269,93.703969174496
1270,93.7803390809766
1271,93.8566432082979
1272,93.9329432082979
1273,94.0092432082979
1274,94.0854464451293
1275,94.1616464451293
1276,94.2379073070025
1277,94.3141560891752
1278,94.3902620537008
1279,94.4661963354162
1280,94.5419921151156
1281,94.6176921151156
1282,94.6933921151156
1283,94.7690921151156
1284,94.8447921151156
1285,94.920387670796
1286,94.995887670796
1287,95.071387670796
1288,95.1468975287191
1289,95.2224975287191
1290,95.2980975287191
1291,95.3737393201636
1292,95.4494393201636
1293,95.5251393201636
1294,95.6008393201636
1295,95.676620482875
1296,95.752320482875
1297,95.8280183996494
1298,95.9035519462465
1299,95.9790165634238
1300,96.05431963683
1301,96.1296032352899
1302,96.204757741345
1303,96.2798979461606
1304,96.3550073835796
1305,96.430103309202
1306,96.505103309202
1307,96.5800038908431
1308,96.6548274579221
1309,96.7296944005243
1310,96.8044944005243
1311,96.8792944005243
1312,96.9540387265381
1313,97.0287387265381
1314,97.1034082509244
1315,97.1780464901983
1316,97.2525980757703
1317,97.3270980757703
1318,97.401658055817
1319,97.4762821527002
1320,97.5511086569614
1321,97.6258244522307
1322,97.7004800612143
1323,97.7750130990237
1324,97.8493410501758
1325,97.9236410501758
1326,97.9979753908358
1327,98.072366531105
1328,98.1466374087119
1329,98.2210000199274
1330,98.2954657387413
1331,98.3698657387413
1332,98.4441756227685
1333,98.5183756227685
1334,98.5924709789678
1335,98.6665709789678
1336,98.7405985735455
1337,98.8145985735455
1338,98.8886657878196
1339,98.9627565833416
1340,99.0367565833416
1341,99.1107565833416
1342,99.1847373988192
1343,99.2587267698486
1344,99.3326324931852
1345,99.4065324931852
1346,99.4805103307537
1347,99.5544163983855
