"time","pstate3"
9.01,0
9.04,0
9.07,0
9.1,0
9.13,0
9.16,3.6380079300461e-06
9.19,3.6380079300461e-06
9.22,3.6380079300461e-06
9.25,3.6380079300461e-06
9.28,3.6380079300461e-06
9.31,3.6380079300461e-06
9.34,3.56221609817013e-06
9.37,3.56221609817013e-06
9.4,3.56221609817013e-06
9.43,3.56221609817013e-06
9.46,1.30900486743329e-05
9.49,1.28115370004109e-05
9.52,1.28115370004109e-05
9.55,1.28115370004109e-05
9.58,1.28115370004109e-05
9.61,1.28115370004109e-05
9.64,1.25330253264889e-05
9.67,1.22545136525669e-05
9.7,0.00129270881804827
9.73,0.00129270881804827
9.76,0.0013104979008148
9.79,0.00125225354966747
9.82,0.00125225354966747
9.85,0.00253270785406317
9.88,0.00253270785406317
9.91,0.00253270785406317
9.94,0.00381484918652791
9.97,0.00381484918652791
10,0.00509699051899264
10.03,0.00509699051899264
10.06,0.00511822252610571
10.09,0.00511822252610571
10.12,0.00500932417448645
10.15,0.00490042582286716
10.18,0.0047915274712479
10.21,0.00481611783497185
10.24,0.00481611783497185
10.27,0.00481611783497185
10.3,0.00481611783497185
10.33,0.00481611783497185
10.36,0.00599294157210877
10.39,0.00585976509272861
10.42,0.00585976509272861
10.45,0.00572658861334839
10.48,0.00559341213396817
10.51,0.00559341213396817
10.54,0.00559341213396817
10.57,0.00687726071188226
10.6,0.00687726071188226
10.63,0.00687726071188226
10.66,0.00671732441625714
10.69,0.00671732441625714
10.72,0.00671732441625714
10.75,0.00671732441625714
10.78,0.00671732441625714
10.81,0.00671732441625714
10.84,0.00800289628085299
10.87,0.00800289628085299
10.9,0.00800289628085299
10.93,0.00800289628085299
10.96,0.0078167824138564
10.99,0.0078167824138564
11.02,0.0100156984090549
11.05,0.0100156984090549
11.08,0.0100156984090549
11.11,0.0100156984090549
11.14,0.0100156984090549
11.17,0.0100479541574251
11.2,0.0113335260220209
11.23,0.0113335260220209
11.26,0.0108183657482927
11.29,0.0118481185333732
11.32,0.0144227843772624
