"time","pstate3"
9.01,0
9.04,0
9.07,0
9.1,0
9.13,0
9.16,5.70399391412486e-06
9.19,5.63662390726512e-06
9.22,5.56925390040538e-06
9.25,5.54679723145213e-06
9.28,5.52434056249888e-06
9.31,5.41205721773264e-06
9.34,5.38960054877939e-06
9.37,5.36714387982615e-06
9.4,5.27731720401316e-06
9.43,5.25486053505991e-06
9.46,2.03736471435174e-05
9.49,2.01271783183935e-05
9.52,1.99031661622229e-05
9.55,1.98210098871816e-05
9.58,1.97613102810935e-05
9.61,1.94178989127468e-05
9.64,1.92760430316174e-05
9.67,1.90744875444001e-05
9.7,0.0012795814529368
9.73,0.0012694680778253
9.76,0.00128769175525947
9.79,0.00127731132579408
9.82,0.0012718043725991
9.85,0.00252725901692731
9.88,0.00248739620523262
9.91,0.0024619029173547
9.94,0.00370419588470783
9.97,0.00368410662996255
10,0.00489105044359481
10.03,0.00485094963838578
10.06,0.00484436986599818
10.09,0.00480905757907741
10.12,0.00477851460949825
10.15,0.00473324733812251
10.18,0.00468332876345816
10.21,0.00468210049192736
10.24,0.0046463881155376
10.27,0.00460049040141445
10.3,0.00454978480190523
10.33,0.00451896486101461
10.36,0.0057621382500327
10.39,0.00570132177688698
10.42,0.00566077842650559
10.45,0.00562497844752924
10.48,0.00558961709695639
10.51,0.00552925959343647
10.54,0.00544384918208254
10.57,0.00665690591969215
10.6,0.00657643906364074
10.63,0.00653067907133593
10.66,0.0064352681285889
10.69,0.00638940784226387
10.72,0.00636357629868169
10.75,0.00630242019740765
10.78,0.00627181721535046
10.81,0.00620594103940394
10.84,0.00740081160700584
10.87,0.00734434961601998
10.9,0.00726346266942739
10.93,0.0071923518486753
10.96,0.00712708140756918
10.99,0.00706076775349527
11.02,0.00953155357141854
11.05,0.00942612573251658
11.08,0.00936041677597151
11.11,0.00927960623577263
11.14,0.00922379080067351
11.17,0.00921031468771978
11.2,0.0103545693973939
11.23,0.0102535245211984
11.26,0.0101225189032463
11.29,0.0113133896203145
11.32,0.0137408281915352
