"times_for_S2_markov","S2_markov_of_time"
2.71,0.122427983539095
2.72,0.122427983539095
2.73,0.116863075196409
2.74,0.116863075196409
2.75,0.116863075196409
2.76,0.116863075196409
2.77,0.116863075196409
2.78,0.116863075196409
2.79,0.116863075196409
2.8,0.116863075196409
2.81,0.116863075196409
2.82,0.116863075196409
2.83,0.112188552188552
2.84,0.112188552188552
2.85,0.112188552188552
2.86,0.112188552188552
2.87,0.112188552188552
2.88,0.112188552188552
2.89,0.112188552188552
2.9,0.112188552188552
2.91,0.112188552188552
2.92,0.112188552188552
2.93,0.112188552188552
2.94,0.112188552188552
2.95,0.112188552188552
2.96,0.10831998142343
2.97,0.10831998142343
2.98,0.10831998142343
2.99,0.10831998142343
3,0.10831998142343
3.01,0.10831998142343
3.02,0.10831998142343
3.03,0.104825788474287
3.04,0.104825788474287
3.05,0.104825788474287
3.06,0.104825788474287
3.07,0.104825788474287
3.08,0.104825788474287
3.09,0.104825788474287
3.1,0.104825788474287
3.11,0.104825788474287
3.12,0.104825788474287
3.13,0.104825788474287
3.14,0.104825788474287
3.15,0.104825788474287
3.16,0.101742677048573
3.17,0.101742677048573
3.18,0.101742677048573
3.19,0.101742677048573
3.2,0.101742677048573
3.21,0.101742677048573
3.22,0.0988357434186133
3.23,0.0988357434186133
3.24,0.0988357434186133
3.25,0.0988357434186133
3.26,0.0961645071100021
3.27,0.0961645071100021
3.28,0.0961645071100021
3.29,0.0961645071100021
3.3,0.0961645071100021
3.31,0.0961645071100021
3.32,0.0961645071100021
3.33,0.0961645071100021
3.34,0.0961645071100021
3.35,0.0961645071100021
3.36,0.0961645071100021
3.37,0.0961645071100021
3.38,0.0961645071100021
3.39,0.0961645071100021
3.4,0.0961645071100021
3.41,0.0961645071100021
3.42,0.0961645071100021
3.43,0.0961645071100021
3.44,0.0961645071100021
3.45,0.0917933931504566
3.46,0.0917933931504566
3.47,0.0917933931504566
3.48,0.0917933931504566
3.49,0.0917933931504566
3.5,0.0917933931504566
3.51,0.0917933931504566
3.52,0.0897978846037075
3.53,0.0897978846037075
3.54,0.0897978846037075
3.55,0.0897978846037075
3.56,0.0897978846037075
3.57,0.0897978846037075
3.58,0.0897978846037075
3.59,0.0897978846037075
3.6,0.0897978846037075
3.61,0.0897978846037075
3.62,0.0862059692195592
3.63,0.0862059692195592
3.64,0.0862059692195592
3.65,0.0844466637252825
3.66,0.0844466637252825
3.67,0.0844466637252825
3.68,0.0826873582310058
3.69,0.0826873582310058
3.7,0.0826873582310058
3.71,0.0826873582310058
3.72,0.0792420516380472
3.73,0.0792420516380472
3.74,0.0792420516380472
3.75,0.0792420516380472
3.76,0.0792420516380472
3.77,0.0792420516380472
3.78,0.0792420516380472
3.79,0.0792420516380472
3.8,0.0792420516380472
3.81,0.0792420516380472
3.82,0.0792420516380472
3.83,0.0792420516380472
3.84,0.0792420516380472
3.85,0.0792420516380472
3.86,0.0792420516380472
3.87,0.0792420516380472
3.88,0.0792420516380472
3.89,0.0792420516380472
3.9,0.0792420516380472
3.91,0.0777746062373426
3.92,0.0777746062373426
3.93,0.0777746062373426
3.94,0.0777746062373426
3.95,0.0777746062373426
3.96,0.0777746062373426
3.97,0.0777746062373426
3.98,0.0763071608366381
3.99,0.0763071608366381
4,0.0763071608366381
4.01,0.0763071608366381
4.02,0.0763071608366381
4.03,0.0763071608366381
4.04,0.0763071608366381
4.05,0.0763071608366381
4.06,0.0763071608366381
4.07,0.0763071608366381
4.08,0.0763071608366381
4.09,0.0763071608366381
4.1,0.0763071608366381
4.11,0.0763071608366381
4.12,0.0763071608366381
4.13,0.0763071608366381
4.14,0.0763071608366381
4.15,0.0763071608366381
4.16,0.0763071608366381
4.17,0.0763071608366381
4.18,0.0763071608366381
4.19,0.0763071608366381
4.2,0.0763071608366381
4.21,0.0763071608366381
4.22,0.0763071608366381
4.23,0.0763071608366381
4.24,0.0763071608366381
4.25,0.0763071608366381
4.26,0.0763071608366381
4.27,0.0763071608366381
4.28,0.0749445329645552
4.29,0.0749445329645552
4.3,0.0749445329645552
4.31,0.0749445329645552
4.32,0.0749445329645552
4.33,0.0749445329645552
4.34,0.0749445329645552
4.35,0.0749445329645552
4.36,0.0749445329645552
4.37,0.0749445329645552
4.38,0.0736523858444767
4.39,0.0736523858444767
4.4,0.0736523858444767
4.41,0.0723825171230202
4.42,0.0723825171230202
4.43,0.0723825171230202
4.44,0.0698865682567092
4.45,0.0698865682567092
4.46,0.0698865682567092
4.47,0.0686604881118546
4.48,0.0686604881118546
4.49,0.0686604881118546
4.5,0.0686604881118546
4.51,0.0686604881118546
4.52,0.0686604881118546
4.53,0.0686604881118546
4.54,0.0662083278221455
4.55,0.0662083278221455
4.56,0.0662083278221455
4.57,0.064982247677291
4.58,0.064982247677291
4.59,0.064982247677291
4.6,0.064982247677291
4.61,0.064982247677291
4.62,0.064982247677291
4.63,0.064982247677291
4.64,0.064982247677291
4.65,0.064982247677291
4.66,0.064982247677291
4.67,0.064982247677291
4.68,0.064982247677291
4.69,0.064982247677291
4.7,0.064982247677291
4.71,0.064982247677291
4.72,0.064982247677291
4.73,0.064982247677291
4.74,0.064982247677291
4.75,0.064982247677291
4.76,0.064982247677291
4.77,0.064982247677291
4.78,0.064982247677291
4.79,0.064982247677291
4.8,0.0638808536488623
4.81,0.0638808536488623
4.82,0.0638808536488623
4.83,0.0638808536488623
4.84,0.0627981273158307
4.85,0.0627981273158307
4.86,0.0627981273158307
4.87,0.060669377237328
4.88,0.060669377237328
4.89,0.060669377237328
4.9,0.060669377237328
4.91,0.060669377237328
4.92,0.060669377237328
4.93,0.0575844936489893
4.94,0.0575844936489893
4.95,0.0575844936489893
4.96,0.0575844936489893
4.97,0.0575844936489893
4.98,0.0575844936489893
4.99,0.0575844936489893
5,0.055563985099902
5.01,0.055563985099902
5.02,0.055563985099902
5.03,0.0535795570606197
5.04,0.0535795570606197
5.05,0.0535795570606197
5.06,0.0535795570606197
5.07,0.0535795570606197
5.08,0.0535795570606197
5.09,0.0535795570606197
5.1,0.0535795570606197
5.11,0.0535795570606197
5.12,0.0535795570606197
5.13,0.0526053832958812
5.14,0.0526053832958812
5.15,0.0526053832958812
5.16,0.0526053832958812
5.17,0.0526053832958812
5.18,0.0526053832958812
5.19,0.0526053832958812
5.2,0.0526053832958812
5.21,0.0526053832958812
5.22,0.0526053832958812
5.23,0.0506924602669401
5.24,0.0506924602669401
5.25,0.0506924602669401
5.26,0.0506924602669401
5.27,0.0506924602669401
5.28,0.0506924602669401
5.29,0.0506924602669401
5.3,0.0497537110027375
5.31,0.0497537110027375
5.32,0.0497537110027375
5.33,0.0497537110027375
5.34,0.0497537110027375
5.35,0.0497537110027375
5.36,0.0497537110027375
5.37,0.0497537110027375
5.38,0.0497537110027375
5.39,0.0497537110027375
5.4,0.0497537110027375
5.41,0.0497537110027375
5.42,0.0497537110027375
5.43,0.0488652518776886
5.44,0.0488652518776886
5.45,0.0488652518776886
5.46,0.0488652518776886
5.47,0.0488652518776886
5.48,0.0488652518776886
5.49,0.0488652518776886
5.5,0.0488652518776886
5.51,0.0488652518776886
5.52,0.0488652518776886
5.53,0.0480079667570274
5.54,0.0480079667570274
5.55,0.0480079667570274
5.56,0.0480079667570274
5.57,0.0480079667570274
5.58,0.0480079667570274
5.59,0.0471802431922511
5.6,0.0471802431922511
5.61,0.0471802431922511
5.62,0.0471802431922511
5.63,0.0471802431922511
5.64,0.0471802431922511
5.65,0.0471802431922511
5.66,0.0455247960626984
5.67,0.0455247960626984
5.68,0.0455247960626984
5.69,0.0455247960626984
5.7,0.0455247960626984
5.71,0.0455247960626984
5.72,0.0455247960626984
5.73,0.0455247960626984
5.74,0.0455247960626984
5.75,0.0455247960626984
5.76,0.0455247960626984
5.77,0.0455247960626984
5.78,0.0455247960626984
5.79,0.0447660494616534
5.8,0.0447660494616534
5.81,0.0447660494616534
5.82,0.0447660494616534
5.83,0.0447660494616534
5.84,0.0447660494616534
5.85,0.0447660494616534
5.86,0.0440440164058203
5.87,0.0440440164058203
5.88,0.0440440164058203
5.89,0.0440440164058203
5.9,0.0440440164058203
5.91,0.0440440164058203
5.92,0.0433219833499872
5.93,0.0433219833499872
5.94,0.0433219833499872
5.95,0.0426450773601436
5.96,0.0426450773601436
5.97,0.0426450773601436
5.98,0.0426450773601436
5.99,0.0412912653804565
6,0.0412912653804565
6.01,0.0412912653804565
6.02,0.040614359390613
6.03,0.040614359390613
6.04,0.040614359390613
6.05,0.0399374534007694
6.06,0.0399374534007694
6.07,0.0399374534007694
6.08,0.0399374534007694
6.09,0.0399374534007694
6.1,0.0399374534007694
6.11,0.0399374534007694
6.12,0.0399374534007694
6.13,0.0399374534007694
6.14,0.0399374534007694
6.15,0.0385836414210823
6.16,0.0385836414210823
6.17,0.0385836414210823
6.18,0.0379067354312388
6.19,0.0379067354312388
6.2,0.0379067354312388
6.21,0.0379067354312388
6.22,0.0379067354312388
6.23,0.0379067354312388
6.24,0.0379067354312388
6.25,0.0359792743076165
6.26,0.0359792743076165
6.27,0.0359792743076165
6.28,0.0353480589688863
6.29,0.0353480589688863
6.3,0.0353480589688863
6.31,0.0353480589688863
6.32,0.0347168436301562
6.33,0.0347168436301562
6.34,0.0347168436301562
6.35,0.0340856282914261
6.36,0.0340856282914261
6.37,0.0340856282914261
6.38,0.0328461508990106
6.39,0.0328461508990106
6.4,0.0328461508990106
6.41,0.0316066735065951
6.42,0.0316066735065951
6.43,0.0316066735065951
6.44,0.0316066735065951
6.45,0.0309988528622375
6.46,0.0309988528622375
6.47,0.0309988528622375
6.48,0.0309988528622375
6.49,0.0309988528622375
6.5,0.0309988528622375
6.51,0.0304027210764253
6.52,0.0304027210764253
6.53,0.0304027210764253
6.54,0.0304027210764253
6.55,0.0304027210764253
6.56,0.0304027210764253
6.57,0.0304027210764253
6.58,0.0304027210764253
6.59,0.0304027210764253
6.6,0.0304027210764253
6.61,0.0304027210764253
6.62,0.0304027210764253
6.63,0.0304027210764253
6.64,0.0304027210764253
6.65,0.0304027210764253
6.66,0.0304027210764253
6.67,0.0304027210764253
6.68,0.0304027210764253
6.69,0.0304027210764253
6.7,0.0304027210764253
6.71,0.0298499443295812
6.72,0.0298499443295812
6.73,0.0298499443295812
6.74,0.0292971675827371
6.75,0.0292971675827371
6.76,0.0292971675827371
6.77,0.0292971675827371
6.78,0.0292971675827371
6.79,0.0292971675827371
6.8,0.0292971675827371
6.81,0.0292971675827371
6.82,0.0292971675827371
6.83,0.0292971675827371
6.84,0.028754627442316
6.85,0.028754627442316
6.86,0.028754627442316
6.87,0.028754627442316
6.88,0.028754627442316
6.89,0.028754627442316
6.9,0.028754627442316
6.91,0.028754627442316
6.92,0.028754627442316
6.93,0.028754627442316
6.94,0.028212087301895
6.95,0.028212087301895
6.96,0.028212087301895
6.97,0.028212087301895
6.98,0.028212087301895
6.99,0.028212087301895
7,0.028212087301895
7.01,0.028212087301895
7.02,0.028212087301895
7.03,0.028212087301895
7.04,0.028212087301895
7.05,0.028212087301895
7.06,0.028212087301895
7.07,0.0277083000286468
7.08,0.0277083000286468
7.09,0.0277083000286468
7.1,0.0277083000286468
7.11,0.0277083000286468
7.12,0.0277083000286468
7.13,0.0277083000286468
7.14,0.0277083000286468
7.15,0.0277083000286468
7.16,0.0277083000286468
7.17,0.0277083000286468
7.18,0.0277083000286468
7.19,0.0277083000286468
7.2,0.0272135089567067
7.21,0.0272135089567067
7.22,0.0272135089567067
7.23,0.0272135089567067
7.24,0.0272135089567067
7.25,0.0272135089567067
7.26,0.0272135089567067
7.27,0.0267275534396227
7.28,0.0267275534396227
7.29,0.0267275534396227
7.3,0.0267275534396227
7.31,0.0267275534396227
7.32,0.0267275534396227
7.33,0.0267275534396227
7.34,0.0262415979225386
7.35,0.0262415979225386
7.36,0.0262415979225386
7.37,0.0252873579980827
7.38,0.0252873579980827
7.39,0.0252873579980827
7.4,0.0243331180736267
7.41,0.0243331180736267
7.42,0.0243331180736267
7.43,0.0243331180736267
7.44,0.0243331180736267
7.45,0.0243331180736267
7.46,0.0243331180736267
7.47,0.0233972289169488
7.48,0.0233972289169488
7.49,0.0233972289169488
7.5,0.0229472822070074
7.51,0.0229472822070074
7.52,0.0229472822070074
7.53,0.0224973354970661
7.54,0.0224973354970661
7.55,0.0224973354970661
7.56,0.0224973354970661
7.57,0.0220473887871248
7.58,0.0220473887871248
7.59,0.0220473887871248
7.6,0.0216064410113823
7.61,0.0216064410113823
7.62,0.0216064410113823
7.63,0.0216064410113823
7.64,0.0216064410113823
7.65,0.0216064410113823
7.66,0.0216064410113823
7.67,0.0216064410113823
7.68,0.0216064410113823
7.69,0.0216064410113823
7.7,0.0216064410113823
7.71,0.0216064410113823
7.72,0.0216064410113823
7.73,0.0216064410113823
7.74,0.0216064410113823
7.75,0.0216064410113823
7.76,0.0212063217333937
7.77,0.0212063217333937
7.78,0.0212063217333937
7.79,0.0212063217333937
7.8,0.0212063217333937
7.81,0.0212063217333937
7.82,0.0212063217333937
7.83,0.0208062024554052
7.84,0.0208062024554052
7.85,0.0208062024554052
7.86,0.0208062024554052
7.87,0.0208062024554052
7.88,0.0208062024554052
7.89,0.0204060831774166
7.9,0.0204060831774166
7.91,0.0204060831774166
7.92,0.0204060831774166
7.93,0.0204060831774166
7.94,0.0204060831774166
7.95,0.0204060831774166
7.96,0.0196058446214395
7.97,0.0196058446214395
7.98,0.0196058446214395
7.99,0.0196058446214395
8,0.0196058446214395
8.01,0.0196058446214395
8.02,0.0196058446214395
8.03,0.0196058446214395
8.04,0.0196058446214395
8.05,0.0196058446214395
8.06,0.0192137277290107
8.07,0.0192137277290107
8.08,0.0192137277290107
8.09,0.0192137277290107
8.1,0.0192137277290107
8.11,0.0192137277290107
8.12,0.0192137277290107
8.13,0.0192137277290107
8.14,0.0192137277290107
8.15,0.0192137277290107
8.16,0.0188294531744305
8.17,0.0188294531744305
8.18,0.0188294531744305
8.19,0.0184528641109419
8.2,0.0184528641109419
8.21,0.0184528641109419
8.22,0.0184528641109419
8.23,0.0184528641109419
8.24,0.0184528641109419
8.25,0.0184528641109419
8.26,0.0184528641109419
8.27,0.0184528641109419
8.28,0.0184528641109419
8.29,0.0180762750474533
8.3,0.0180762750474533
8.31,0.0180762750474533
8.32,0.0180762750474533
8.33,0.0180762750474533
8.34,0.0180762750474533
8.35,0.0180762750474533
8.36,0.0176996859839647
8.37,0.0176996859839647
8.38,0.0176996859839647
8.39,0.0176996859839647
8.4,0.0176996859839647
8.41,0.0176996859839647
8.42,0.0176996859839647
8.43,0.0176996859839647
8.44,0.0176996859839647
8.45,0.0176996859839647
8.46,0.0176996859839647
8.47,0.0176996859839647
8.48,0.0176996859839647
8.49,0.0176996859839647
8.5,0.0176996859839647
8.51,0.0176996859839647
8.52,0.0176996859839647
8.53,0.0176996859839647
8.54,0.0176996859839647
8.55,0.0176996859839647
8.56,0.0176996859839647
8.57,0.0176996859839647
8.58,0.0176996859839647
8.59,0.0173456922642854
8.6,0.0173456922642854
8.61,0.0173456922642854
8.62,0.0173456922642854
8.63,0.0173456922642854
8.64,0.0173456922642854
8.65,0.0173456922642854
8.66,0.0173456922642854
8.67,0.0173456922642854
8.68,0.0173456922642854
8.69,0.0173456922642854
8.7,0.0173456922642854
8.71,0.0173456922642854
8.72,0.0170055806512602
8.73,0.0170055806512602
8.74,0.0170055806512602
8.75,0.0170055806512602
8.76,0.0170055806512602
8.77,0.0170055806512602
8.78,0.016665469038235
8.79,0.016665469038235
8.8,0.016665469038235
8.81,0.016665469038235
8.82,0.0163321596574703
8.83,0.0163321596574703
8.84,0.0163321596574703
8.85,0.016011921232814
8.86,0.016011921232814
8.87,0.016011921232814
8.88,0.016011921232814
8.89,0.016011921232814
8.9,0.016011921232814
8.91,0.0156916828081577
8.92,0.0156916828081577
8.93,0.0156916828081577
8.94,0.0156916828081577
8.95,0.0153778491519945
8.96,0.0153778491519945
8.97,0.0153778491519945
8.98,0.0150640154958314
8.99,0.0150640154958314
9,0.0150640154958314
9.01,0.0150640154958314
9.02,0.0150640154958314
9.03,0.0150640154958314
9.04,0.0150640154958314
9.05,0.0147627351859148
9.06,0.0147627351859148
9.07,0.0147627351859148
9.08,0.0144614548759981
9.09,0.0144614548759981
9.1,0.0144614548759981
9.11,0.0144614548759981
9.12,0.0144614548759981
9.13,0.0144614548759981
9.14,0.0141601745660815
9.15,0.0141601745660815
9.16,0.0141601745660815
9.17,0.0141601745660815
9.18,0.0141601745660815
9.19,0.0141601745660815
9.2,0.0141601745660815
9.21,0.0141601745660815
9.22,0.0141601745660815
9.23,0.0141601745660815
9.24,0.0141601745660815
9.25,0.0141601745660815
9.26,0.0141601745660815
9.27,0.0141601745660815
9.28,0.0141601745660815
9.29,0.0141601745660815
9.3,0.0141601745660815
9.31,0.0141601745660815
9.32,0.0141601745660815
9.33,0.0141601745660815
9.34,0.0138651709292881
9.35,0.0138651709292881
9.36,0.0138651709292881
9.37,0.0138651709292881
9.38,0.0138651709292881
9.39,0.0138651709292881
9.4,0.0138651709292881
9.41,0.0138651709292881
9.42,0.0138651709292881
9.43,0.0138651709292881
9.44,0.0135701672924948
9.45,0.0135701672924948
9.46,0.0135701672924948
9.47,0.0132814403288247
9.48,0.0132814403288247
9.49,0.0132814403288247
9.5,0.0132814403288247
9.51,0.0132814403288247
9.52,0.0132814403288247
9.53,0.0132814403288247
9.54,0.0132814403288247
9.55,0.0132814403288247
9.56,0.0132814403288247
9.57,0.0132814403288247
9.58,0.0132814403288247
9.59,0.0132814403288247
9.6,0.0132814403288247
9.61,0.0132814403288247
9.62,0.0132814403288247
9.63,0.0132814403288247
9.64,0.0129927133651546
9.65,0.0129927133651546
9.66,0.0129927133651546
9.67,0.0127039864014845
9.68,0.0127039864014845
9.69,0.0127039864014845
9.7,0.0127039864014845
9.71,0.0127039864014845
9.72,0.0127039864014845
9.73,0.0127039864014845
9.74,0.0127039864014845
9.75,0.0127039864014845
9.76,0.0127039864014845
9.77,0.0121393647836407
9.78,0.0121393647836407
9.79,0.0121393647836407
9.8,0.0121393647836407
9.81,0.0121393647836407
9.82,0.0121393647836407
9.83,0.0121393647836407
9.84,0.0121393647836407
9.85,0.0121393647836407
9.86,0.0121393647836407
9.87,0.0121393647836407
9.88,0.0121393647836407
9.89,0.0121393647836407
9.9,0.0121393647836407
9.91,0.0121393647836407
9.92,0.0121393647836407
9.93,0.0121393647836407
9.94,0.0121393647836407
9.95,0.0121393647836407
9.96,0.0121393647836407
9.97,0.0121393647836407
9.98,0.0121393647836407
9.99,0.0121393647836407
10,0.0121393647836407
10.01,0.0121393647836407
10.02,0.0121393647836407
10.03,0.0121393647836407
10.04,0.0121393647836407
10.05,0.0121393647836407
10.06,0.0121393647836407
10.07,0.0121393647836407
10.08,0.0121393647836407
10.09,0.0121393647836407
10.1,0.011881080426542
10.11,0.011881080426542
10.12,0.011881080426542
10.13,0.0116227960694432
10.14,0.0116227960694432
10.15,0.0116227960694432
10.16,0.0113645117123445
10.17,0.0113645117123445
10.18,0.0113645117123445
10.19,0.0113645117123445
10.2,0.0113645117123445
10.21,0.0113645117123445
10.22,0.0113645117123445
10.23,0.0113645117123445
10.24,0.0113645117123445
10.25,0.0113645117123445
10.26,0.0113645117123445
10.27,0.0113645117123445
10.28,0.0113645117123445
10.29,0.0113645117123445
10.3,0.0113645117123445
10.31,0.0113645117123445
10.32,0.0113645117123445
10.33,0.0113645117123445
10.34,0.0113645117123445
10.35,0.0113645117123445
10.36,0.0111119670076257
10.37,0.0111119670076257
10.38,0.0111119670076257
10.39,0.0108650344074563
10.4,0.0108650344074563
10.41,0.0108650344074563
10.42,0.0108650344074563
10.43,0.0106181018072868
10.44,0.0106181018072868
10.45,0.0106181018072868
10.46,0.0103711692071173
10.47,0.0103711692071173
10.48,0.0103711692071173
10.49,0.0103711692071173
10.5,0.0103711692071173
10.51,0.0103711692071173
10.52,0.0103711692071173
10.53,0.0103711692071173
10.54,0.0103711692071173
10.55,0.0103711692071173
10.56,0.0103711692071173
10.57,0.0103711692071173
10.58,0.0103711692071173
10.59,0.0103711692071173
10.6,0.0103711692071173
10.61,0.0103711692071173
10.62,0.0103711692071173
10.63,0.0103711692071173
10.64,0.0103711692071173
10.65,0.0103711692071173
10.66,0.0101299792255565
10.67,0.0101299792255565
10.68,0.0101299792255565
10.69,0.0101299792255565
10.7,0.0101299792255565
10.71,0.0101299792255565
10.72,0.0101299792255565
10.73,0.0101299792255565
10.74,0.0101299792255565
10.75,0.0101299792255565
10.76,0.0101299792255565
10.77,0.0101299792255565
10.78,0.0101299792255565
10.79,0.0101299792255565
10.8,0.0101299792255565
10.81,0.0101299792255565
10.82,0.0101299792255565
10.83,0.0101299792255565
10.84,0.0101299792255565
10.85,0.0101299792255565
10.86,0.0101299792255565
10.87,0.0101299792255565
10.88,0.0101299792255565
10.89,0.0101299792255565
10.9,0.0101299792255565
10.91,0.0101299792255565
10.92,0.0101299792255565
10.93,0.0101299792255565
10.94,0.0101299792255565
10.95,0.00989439831333424
10.96,0.00989439831333424
10.97,0.00989439831333424
10.98,0.00989439831333424
10.99,0.00989439831333424
11,0.00989439831333424
11.01,0.00989439831333424
11.02,0.00942323648888975
11.03,0.00942323648888975
11.04,0.00942323648888975
11.05,0.00942323648888975
11.06,0.00942323648888975
11.07,0.00942323648888975
11.08,0.00942323648888975
11.09,0.00942323648888975
11.1,0.00942323648888975
11.11,0.00942323648888975
11.12,0.00942323648888975
11.13,0.00942323648888975
11.14,0.00942323648888975
11.15,0.00942323648888975
11.16,0.00942323648888975
11.17,0.00942323648888975
11.18,0.00942323648888975
11.19,0.00942323648888975
11.2,0.00942323648888975
11.21,0.00942323648888975
11.22,0.00942323648888975
11.23,0.00942323648888975
11.24,0.00942323648888975
11.25,0.00899490755757658
11.26,0.00899490755757658
11.27,0.00899490755757658
11.28,0.00878074309191999
11.29,0.00878074309191999
11.3,0.00878074309191999
11.31,0.00878074309191999
11.32,0.00878074309191999
11.33,0.00878074309191999
11.34,0.00878074309191999
11.35,0.00878074309191999
11.36,0.00878074309191999
11.37,0.00878074309191999
11.38,0.00878074309191999
11.39,0.00878074309191999
11.4,0.00878074309191999
11.41,0.00878074309191999
11.42,0.00878074309191999
11.43,0.00878074309191999
11.44,0.00878074309191999
11.45,0.00878074309191999
11.46,0.00878074309191999
11.47,0.00878074309191999
11.48,0.00878074309191999
11.49,0.00878074309191999
11.5,0.00878074309191999
11.51,0.00878074309191999
11.52,0.00878074309191999
11.53,0.00878074309191999
11.54,0.00878074309191999
11.55,0.00878074309191999
11.56,0.00878074309191999
11.57,0.00878074309191999
11.58,0.00878074309191999
11.59,0.00878074309191999
11.6,0.00878074309191999
