"time","pstate3"
9.01,0
9.04,0
9.07,0
9.1,0
9.13,0
9.16,5.79346832846407e-06
9.19,5.79346832846407e-06
9.22,5.79346832846407e-06
9.25,5.79346832846407e-06
9.28,5.79346832846407e-06
9.31,5.79346832846407e-06
9.34,5.6511611309098e-06
9.37,5.6511611309098e-06
9.4,5.6511611309098e-06
9.43,5.6511611309098e-06
9.46,2.09105294493157e-05
9.49,2.0377314726684e-05
9.52,2.0377314726684e-05
9.55,2.0377314726684e-05
9.58,2.0377314726684e-05
9.61,2.0377314726684e-05
9.64,1.98449373110391e-05
9.67,1.93151128903736e-05
9.7,0.00129976941728608
9.73,0.00129976941728608
9.76,0.00132852816368635
9.79,0.00125762161525737
9.82,0.00125762161525737
9.85,0.00253807591965308
9.88,0.00253807591965308
9.91,0.00253807591965308
9.94,0.00382021725211781
9.97,0.00382021725211781
10,0.00510235858458254
10.03,0.00510235858458254
10.06,0.0051367865034065
10.09,0.0051367865034065
10.12,0.00500413614953352
10.15,0.00487218285350623
10.18,0.00474020432904174
10.21,0.00478026950726468
10.24,0.00478026950726468
10.27,0.00478026950726468
10.3,0.00478026950726468
10.33,0.00478026950726468
10.36,0.00593514641510689
10.39,0.00577407592152362
10.42,0.00577407592152362
10.45,0.00561324552198007
10.48,0.00545357435754818
10.51,0.00545357435754818
10.54,0.00545357435754818
10.57,0.00673742293546226
10.6,0.00673742293546226
10.63,0.00673742293546226
10.66,0.00654462274094135
10.69,0.00654462274094135
10.72,0.00654462274094135
10.75,0.00654462274094135
10.78,0.00654462274094135
10.81,0.00654462274094135
10.84,0.0078301946055372
10.87,0.0078301946055372
10.9,0.0078301946055372
10.93,0.0078301946055372
10.96,0.00760708961203501
10.99,0.00760708961203501
11.02,0.00973920491850313
11.05,0.00973920491850313
11.08,0.00973920491850313
11.11,0.00973920491850313
11.14,0.00973920491850313
11.17,0.00979252140625617
11.2,0.011078093270852
11.23,0.011078093270852
11.26,0.0104682418274305
11.29,0.0114496080104537
11.32,0.0140242738543429
