"time","pstate3"
3,0
3.03,0.000771010023130301
3.06,0.000771010023130301
3.09,0.000774189445906096
3.1,0.000774189445906096
3.13,0.00154639344560557
3.16,0.00228118105507011
3.19,0.00229850961475314
3.22,0.00378049088367527
3.23,0.00379785509883089
3.26,0.00446853391519806
3.29,0.00524623104955804
3.32,0.00602705146558211
3.36,0.00759247962381954
3.39,0.00916172900620238
3.4,0.00916172900620238
3.42,0.00994635369739381
3.45,0.0110570884039507
3.49,0.0126276346866495
3.52,0.0123459045315979
3.55,0.0123459045315979
3.59,0.0147846363026069
3.62,0.0142613955753152
3.65,0.01404192517321
3.68,0.0145315816941233
3.72,0.0162884737001745
3.75,0.0162884737001745
3.78,0.016394536400239
3.82,0.016394536400239
3.83,0.016394536400239
3.85,0.0171844419284713
3.86,0.0171844419284713
3.88,0.0187670004824253
3.91,0.0185297012444959
3.93,0.0185297012444959
3.95,0.0185297012444959
3.98,0.0181730511169342
4.01,0.0181730511169342
4.05,0.0181730511169342
4.08,0.0181730511169342
4.11,0.0191072797608951
4.14,0.0206926147760552
4.18,0.0206926147760552
4.21,0.0206926147760552
4.24,0.0206926147760552
4.28,0.0204742436800553
4.31,0.0212669111876354
4.34,0.0228522462027956
4.38,0.0232432460876667
4.41,0.0228348715849671
4.44,0.0230049624176722
4.47,0.0225939243178134
4.51,0.0225939243178134
4.54,0.0217794632976616
4.57,0.0213691469263984
4.61,0.0213691469263984
4.64,0.0223566175733074
4.66,0.0225524168427244
4.67,0.0233473033574902
4.7,0.024142189872256
4.74,0.0249370763870218
4.77,0.0249370763870218
4.8,0.0245066637956723
4.84,0.0250868582788335
4.87,0.0250240714896975
4.9,0.0258189580044632
4.93,0.0245039588843067
4.97,0.0252996208981113
5,0.0251996955498856
5.03,0.0242904771020157
5.07,0.0250869222477236
5.1,0.0258833673934316
5.13,0.0254026611391608
5.16,0.0254026611391608
5.2,0.0261998979798446
5.23,0.0252356625373906
5.26,0.0252356625373906
5.3,0.0265906482621126
5.33,0.0265906482621126
5.36,0.0265906482621126
5.39,0.0265906482621126
5.43,0.0263507280305158
5.46,0.0271487701609377
5.49,0.0274021282589999
5.53,0.0277112568356071
5.56,0.0285101166321462
5.59,0.0280088880619357
5.63,0.0280088880619357
5.66,0.028613419021999
5.69,0.0304756990158185
5.72,0.0304756990158185
5.76,0.0312745588123576
5.79,0.0331385046660599
5.82,0.0331385046660599
5.86,0.0325911326600374
5.89,0.0325911326600374
5.92,0.0328432543022348
5.95,0.0331281841114845
5.99,0.0320639438797725
6.02,0.031527900683964
6.05,0.0309935657880785
6.09,0.0309935657880785
6.12,0.0309935657880785
6.15,0.0299372115343314
6.18,0.0302049863048454
6.22,0.0310063902408639
6.25,0.0297032330738075
6.28,0.0294554752914446
6.32,0.028920782928778
6.35,0.0283862244908326
6.38,0.0276301632934717
6.41,0.0273876026339395
6.45,0.0268542076820087
6.48,0.027657359562405
6.51,0.0271175197359248
6.55,0.0279206716163211
6.58,0.0279206716163211
6.61,0.0279206716163211
6.64,0.0287238234967173
6.68,0.0293344715785726
6.71,0.028793945796627
6.74,0.0282523366276566
6.78,0.0282523366276566
6.81,0.0282523366276566
6.84,0.0280287370111123
6.88,0.0280287370111123
6.91,0.0280287370111123
6.94,0.0282947147332204
6.97,0.0282947147332204
7.01,0.0282947147332204
7.04,0.0294170296465578
7.07,0.0291988644249069
7.11,0.0291988644249069
7.14,0.0291988644249069
7.17,0.030003859455441
7.2,0.0302656474071746
7.27,0.0297182543448241
7.3,0.0297182543448241
7.34,0.0299772628531607
7.37,0.0288859915886119
7.4,0.0277944654573833
7.43,0.0281202644758537
7.46,0.0281202644758537
7.47,0.0278476300239999
