"time","pstate3"
3.01,0
3.04,0.000759102532425586
3.07,0.000753267074204894
3.1,0.000744264323982686
3.13,0.00150151682825736
3.16,0.00150481148337561
3.19,0.002261003733401
3.22,0.00223991645013254
3.25,0.00375492013724311
3.28,0.00449764521047615
3.31,0.00521186690305932
3.34,0.00592912622412181
3.37,0.0074189731058582
3.4,0.00888209342205526
3.43,0.0095697615449022
3.46,0.0110207199413416
3.49,0.010938924959355
3.52,0.012418315889005
3.55,0.0123062306426586
3.58,0.012281282423686
3.61,0.0145876921765859
3.64,0.0145253371569432
3.67,0.0143834030783615
3.7,0.0150314122478988
3.73,0.0172318012081801
3.76,0.0171571295240851
3.79,0.0170006532672155
3.82,0.0168672484150838
3.85,0.0167376598488662
3.88,0.0189672900156848
3.91,0.018908739176179
3.94,0.0187525031956928
3.97,0.0185748216180934
4,0.0184170351584547
4.03,0.0182351125710378
4.06,0.0180143063491296
4.09,0.0179850623568851
4.12,0.0186104685044264
4.15,0.0199962647517264
4.18,0.0197915736579405
4.21,0.0196244395972909
4.24,0.0194938131999385
4.27,0.019528207675896
4.3,0.0193140869263279
4.33,0.0199009897585169
4.36,0.0212854172328749
4.39,0.0218351162224662
4.42,0.0217771441447122
4.45,0.0223885035013264
4.48,0.0221572538788819
4.51,0.021960842585582
4.54,0.0217420231500664
4.57,0.0215186563910034
4.6,0.0213904896193667
4.63,0.0213964014414268
4.66,0.0222023020389966
4.69,0.0227562078277957
4.72,0.0232633212435197
4.75,0.0238516802001645
4.78,0.023622871315857
4.81,0.0235876789709431
4.84,0.0240758770921459
4.87,0.0239442990481185
4.9,0.0244748729443959
4.93,0.0249846523231289
4.96,0.0247520625204537
4.99,0.0252715282962531
5.02,0.0257921343637991
5.05,0.0254858827461084
5.08,0.0260130142597279
5.11,0.0265568085581369
5.14,0.0262872081288497
5.17,0.0260228592293268
5.2,0.0258908857492342
5.23,0.0263912400832807
5.26,0.0260881894552306
5.29,0.0261599888502709
5.32,0.0274250871491137
5.35,0.0271922052830235
5.38,0.0269200771572733
5.41,0.0269331120881055
5.44,0.0266498813377359
5.47,0.0274414076992869
5.5,0.0271888921984582
5.53,0.0270236342657767
5.56,0.028297490843697
5.59,0.0279982160025479
5.62,0.0278772912636879
5.65,0.0275791490811478
5.68,0.0291690609568056
5.71,0.0304741496094356
5.74,0.0301869593288959
5.77,0.0306711507600134
5.8,0.0327091061828925
5.83,0.0324174927607027
5.86,0.0321925981232344
5.89,0.0318859117952179
5.92,0.0323963931115927
5.95,0.0330654573255322
5.98,0.0327175304584584
6.01,0.0323801721472207
6.04,0.0321209199969019
6.07,0.0318565833596935
6.1,0.0315775990853794
6.13,0.0313161897116005
6.16,0.0310292636862454
6.19,0.0315848240834393
6.22,0.0320679402249615
6.25,0.0320432840152497
6.28,0.0322130016528322
6.31,0.0319482964368669
6.34,0.0316576157954562
6.37,0.031655138808734
6.4,0.0313716906879754
6.43,0.0318822329377335
6.46,0.0315998135925612
6.49,0.0321272660890764
6.52,0.0318569657117169
6.55,0.0323357998161117
6.58,0.0320270168791894
6.61,0.0318758475007604
6.64,0.0323990270724067
6.67,0.0327465385687535
6.7,0.0325389410600505
6.73,0.0322849840153965
6.76,0.0319773154052811
6.79,0.0316988836871582
6.82,0.0317189725853525
6.85,0.0314962719676017
