"time","p01","estimator"
397.25,0.00529100529100535,"LM Pepe"
398.05,0.00529100529100535,"LM Pepe"
398.85,0.00529100529100535,"LM Pepe"
399.65,0.00529100529100535,"LM Pepe"
400.45,0.00529100529100535,"LM Pepe"
401.25,0.00529100529100535,"LM Pepe"
402.05,0.00529100529100535,"LM Pepe"
402.85,0.00529100529100535,"LM Pepe"
403.65,0.00529100529100535,"LM Pepe"
404.45,0.00529100529100535,"LM Pepe"
405.25,0.00529100529100535,"LM Pepe"
406.05,0.00529100529100535,"LM Pepe"
406.85,0.00529100529100535,"LM Pepe"
407.65,0.00529100529100535,"LM Pepe"
408.45,0.00529100529100535,"LM Pepe"
409.25,0.0108184800922232,"LM Pepe"
410.05,0.0108184800922232,"LM Pepe"
410.85,0.0108184800922232,"LM Pepe"
411.65,0.0108184800922232,"LM Pepe"
412.45,0.0108184800922232,"LM Pepe"
413.25,0.0108184800922232,"LM Pepe"
414.05,0.0108184800922232,"LM Pepe"
414.85,0.0108184800922232,"LM Pepe"
415.65,0.0108184800922232,"LM Pepe"
416.45,0.0108184800922232,"LM Pepe"
417.25,0.0108184800922232,"LM Pepe"
418.05,0.0108184800922232,"LM Pepe"
418.85,0.0108184800922232,"LM Pepe"
419.65,0.0108184800922232,"LM Pepe"
420.45,0.0108184800922232,"LM Pepe"
421.25,0.0108184800922232,"LM Pepe"
422.05,0.0108184800922232,"LM Pepe"
422.85,0.0108184800922232,"LM Pepe"
423.65,0.0108184800922232,"LM Pepe"
424.45,0.0108184800922232,"LM Pepe"
425.25,0.0108184800922232,"LM Pepe"
426.05,0.0108184800922232,"LM Pepe"
426.85,0.0108184800922232,"LM Pepe"
427.65,0.0108184800922232,"LM Pepe"
428.45,0.0108184800922232,"LM Pepe"
429.25,0.0108184800922232,"LM Pepe"
430.05,0.0108208867754547,"LM Pepe"
430.85,0.0108208867754547,"LM Pepe"
431.65,0.0108208867754547,"LM Pepe"
432.45,0.0108208867754547,"LM Pepe"
433.25,0.0108208867754547,"LM Pepe"
434.05,0.0108208867754547,"LM Pepe"
434.85,0.0108208867754547,"LM Pepe"
435.65,0.0108208867754547,"LM Pepe"
436.45,0.0108208867754547,"LM Pepe"
437.25,0.0108208867754547,"LM Pepe"
438.05,0.0108208867754547,"LM Pepe"
438.85,0.0108208867754547,"LM Pepe"
439.65,0.0108208867754547,"LM Pepe"
440.45,0.0108208867754547,"LM Pepe"
441.25,0.0108208867754547,"LM Pepe"
442.05,0.0108208867754547,"LM Pepe"
442.85,0.0108208867754547,"LM Pepe"
443.65,0.0108208867754547,"LM Pepe"
444.45,0.0108208867754547,"LM Pepe"
445.25,0.0108208867754547,"LM Pepe"
446.05,0.0108208867754547,"LM Pepe"
446.85,0.0108208867754547,"LM Pepe"
447.65,0.0108208867754547,"LM Pepe"
448.45,0.0108208867754547,"LM Pepe"
449.25,0.0108208867754547,"LM Pepe"
450.05,0.0108208867754547,"LM Pepe"
450.85,0.0108208867754547,"LM Pepe"
451.65,0.0108208867754547,"LM Pepe"
452.45,0.0108208867754547,"LM Pepe"
453.25,0.0108208867754547,"LM Pepe"
454.05,0.0108208867754547,"LM Pepe"
454.85,0.0108208867754547,"LM Pepe"
455.65,0.0108208867754547,"LM Pepe"
456.45,0.0108208867754547,"LM Pepe"
457.25,0.0108208867754547,"LM Pepe"
458.05,0.0108208867754547,"LM Pepe"
458.85,0.0108208867754547,"LM Pepe"
459.65,0.0108208867754547,"LM Pepe"
460.45,0.0108208867754547,"LM Pepe"
461.25,0.0108208867754547,"LM Pepe"
462.05,0.0108208867754547,"LM Pepe"
462.85,0.0108208867754547,"LM Pepe"
463.65,0.0108208867754547,"LM Pepe"
464.45,0.0108208867754547,"LM Pepe"
465.25,0.0108208867754547,"LM Pepe"
466.05,0.0165417539281136,"LM Pepe"
466.85,0.0165417539281136,"LM Pepe"
467.65,0.0165417539281136,"LM Pepe"
468.45,0.0165417539281136,"LM Pepe"
469.25,0.0165417539281136,"LM Pepe"
470.05,0.0165417539281136,"LM Pepe"
470.85,0.0165417539281136,"LM Pepe"
471.65,0.0165417539281136,"LM Pepe"
472.45,0.0165417539281136,"LM Pepe"
473.25,0.0165417539281136,"LM Pepe"
474.05,0.0165417539281136,"LM Pepe"
474.85,0.0165417539281136,"LM Pepe"
475.65,0.0165417539281136,"LM Pepe"
476.45,0.0165417539281136,"LM Pepe"
477.25,0.0165417539281136,"LM Pepe"
478.05,0.0165417539281136,"LM Pepe"
478.85,0.0165417539281136,"LM Pepe"
479.65,0.0165417539281136,"LM Pepe"
480.45,0.0165417539281136,"LM Pepe"
481.25,0.0165417539281136,"LM Pepe"
482.05,0.0106190642881128,"LM Pepe"
482.85,0.0106190642881128,"LM Pepe"
483.65,0.0106190642881128,"LM Pepe"
484.45,0.0165492314585519,"LM Pepe"
485.25,0.0165492314585519,"LM Pepe"
486.05,0.0165492314585519,"LM Pepe"
486.85,0.0165492314585519,"LM Pepe"
487.65,0.0165492314585519,"LM Pepe"
488.45,0.0165492314585519,"LM Pepe"
489.25,0.022516004599179,"LM Pepe"
490.05,0.022516004599179,"LM Pepe"
490.85,0.022516004599179,"LM Pepe"
491.65,0.0165574198704509,"LM Pepe"
492.45,0.0165574198704509,"LM Pepe"
493.25,0.0165574198704509,"LM Pepe"
494.05,0.0165574198704509,"LM Pepe"
494.85,0.0165574198704509,"LM Pepe"
495.65,0.0165574198704509,"LM Pepe"
496.45,0.0165574198704509,"LM Pepe"
497.25,0.0165574198704509,"LM Pepe"
498.05,0.0165574198704509,"LM Pepe"
498.85,0.0165574198704509,"LM Pepe"
499.65,0.0165574198704509,"LM Pepe"
500.45,0.0165574198704509,"LM Pepe"
501.25,0.0165574198704509,"LM Pepe"
502.05,0.0225992467612744,"LM Pepe"
502.85,0.0225992467612744,"LM Pepe"
503.65,0.0225992467612744,"LM Pepe"
504.45,0.0225992467612744,"LM Pepe"
505.25,0.0225992467612744,"LM Pepe"
506.05,0.0225992467612744,"LM Pepe"
506.85,0.0225992467612744,"LM Pepe"
507.65,0.0225992467612744,"LM Pepe"
508.45,0.0225992467612744,"LM Pepe"
509.25,0.0225992467612744,"LM Pepe"
510.05,0.0225992467612744,"LM Pepe"
510.85,0.0225992467612744,"LM Pepe"
511.65,0.0286795566259249,"LM Pepe"
512.45,0.0286795566259249,"LM Pepe"
513.25,0.0286795566259249,"LM Pepe"
514.05,0.0286795566259249,"LM Pepe"
514.85,0.0286795566259249,"LM Pepe"
515.65,0.0225720072789787,"LM Pepe"
516.45,0.0225720072789787,"LM Pepe"
517.25,0.0225720072789787,"LM Pepe"
518.05,0.0225720072789787,"LM Pepe"
518.85,0.0225720072789787,"LM Pepe"
519.65,0.0225720072789787,"LM Pepe"
520.45,0.0225720072789787,"LM Pepe"
521.25,0.0225720072789787,"LM Pepe"
522.05,0.0225720072789787,"LM Pepe"
522.85,0.0225720072789787,"LM Pepe"
523.65,0.0225720072789787,"LM Pepe"
524.45,0.0225720072789787,"LM Pepe"
525.25,0.0225720072789787,"LM Pepe"
526.05,0.0225720072789787,"LM Pepe"
526.85,0.0225720072789787,"LM Pepe"
527.65,0.0225720072789787,"LM Pepe"
528.45,0.0225720072789787,"LM Pepe"
529.25,0.0225720072789787,"LM Pepe"
530.05,0.0225720072789787,"LM Pepe"
530.85,0.0225720072789787,"LM Pepe"
531.65,0.0225720072789787,"LM Pepe"
532.45,0.0225720072789787,"LM Pepe"
533.25,0.0225720072789787,"LM Pepe"
534.05,0.0225720072789787,"LM Pepe"
534.85,0.0225720072789787,"LM Pepe"
535.65,0.0225720072789787,"LM Pepe"
536.45,0.0225720072789787,"LM Pepe"
537.25,0.0225720072789787,"LM Pepe"
538.05,0.0225720072789787,"LM Pepe"
538.85,0.0225720072789787,"LM Pepe"
539.65,0.0225720072789787,"LM Pepe"
540.45,0.0225720072789787,"LM Pepe"
541.25,0.0225720072789787,"LM Pepe"
542.05,0.0225720072789787,"LM Pepe"
542.85,0.0225720072789787,"LM Pepe"
543.65,0.022592164474847,"LM Pepe"
544.45,0.022592164474847,"LM Pepe"
545.25,0.022592164474847,"LM Pepe"
546.05,0.022592164474847,"LM Pepe"
546.85,0.022592164474847,"LM Pepe"
547.65,0.022592164474847,"LM Pepe"
548.45,0.022592164474847,"LM Pepe"
549.25,0.022592164474847,"LM Pepe"
550.05,0.022592164474847,"LM Pepe"
550.85,0.022592164474847,"LM Pepe"
551.65,0.0226163389197659,"LM Pepe"
552.45,0.0226163389197659,"LM Pepe"
553.25,0.0226163389197659,"LM Pepe"
554.05,0.0226163389197659,"LM Pepe"
554.85,0.0226163389197659,"LM Pepe"
555.65,0.0226163389197659,"LM Pepe"
556.45,0.0226163389197659,"LM Pepe"
557.25,0.0226163389197659,"LM Pepe"
558.05,0.0226163389197659,"LM Pepe"
558.85,0.0226163389197659,"LM Pepe"
559.65,0.0226163389197659,"LM Pepe"
560.45,0.0226163389197659,"LM Pepe"
561.25,0.0226163389197659,"LM Pepe"
562.05,0.0226163389197659,"LM Pepe"
562.85,0.0226163389197659,"LM Pepe"
563.65,0.0226163389197659,"LM Pepe"
564.45,0.0226163389197659,"LM Pepe"
565.25,0.0226163389197659,"LM Pepe"
566.05,0.0226163389197659,"LM Pepe"
566.85,0.0226163389197659,"LM Pepe"
567.65,0.0226163389197659,"LM Pepe"
568.45,0.0226163389197659,"LM Pepe"
569.25,0.0226419412420484,"LM Pepe"
570.05,0.0226419412420484,"LM Pepe"
570.85,0.0226419412420484,"LM Pepe"
571.65,0.0226419412420484,"LM Pepe"
572.45,0.0226419412420484,"LM Pepe"
573.25,0.0226419412420484,"LM Pepe"
574.05,0.0226419412420484,"LM Pepe"
574.85,0.0226419412420484,"LM Pepe"
575.65,0.0226419412420484,"LM Pepe"
576.45,0.0294228777278058,"LM Pepe"
577.25,0.0294228777278058,"LM Pepe"
578.05,0.0294228777278058,"LM Pepe"
578.85,0.0294228777278058,"LM Pepe"
579.65,0.0294228777278058,"LM Pepe"
580.45,0.0294228777278058,"LM Pepe"
581.25,0.0294228777278058,"LM Pepe"
582.05,0.0294228777278058,"LM Pepe"
582.85,0.0294228777278058,"LM Pepe"
583.65,0.0226255188721571,"LM Pepe"
584.45,0.0226255188721571,"LM Pepe"
585.25,0.0226255188721571,"LM Pepe"
586.05,0.0226255188721571,"LM Pepe"
586.85,0.0226255188721571,"LM Pepe"
587.65,0.0226255188721571,"LM Pepe"
588.45,0.0226255188721571,"LM Pepe"
589.25,0.0226255188721571,"LM Pepe"
590.05,0.0226255188721571,"LM Pepe"
590.85,0.0226255188721571,"LM Pepe"
591.65,0.0226255188721571,"LM Pepe"
592.45,0.0226255188721571,"LM Pepe"
593.25,0.0226255188721571,"LM Pepe"
594.05,0.0226255188721571,"LM Pepe"
594.85,0.0226255188721571,"LM Pepe"
595.65,0.0226255188721571,"LM Pepe"
596.45,0.0226255188721571,"LM Pepe"
597.25,0.0226255188721571,"LM Pepe"
598.05,0.0226255188721571,"LM Pepe"
598.85,0.0226255188721571,"LM Pepe"
599.65,0.0226255188721571,"LM Pepe"
600.45,0.0226255188721571,"LM Pepe"
601.25,0.0226255188721571,"LM Pepe"
602.05,0.0226255188721571,"LM Pepe"
602.85,0.0226255188721571,"LM Pepe"
603.65,0.0226255188721571,"LM Pepe"
604.45,0.0226255188721571,"LM Pepe"
605.25,0.0226255188721571,"LM Pepe"
606.05,0.0226255188721571,"LM Pepe"
606.85,0.0226255188721571,"LM Pepe"
607.65,0.0226255188721571,"LM Pepe"
608.45,0.0226255188721571,"LM Pepe"
609.25,0.0226255188721571,"LM Pepe"
610.05,0.0226255188721571,"LM Pepe"
610.85,0.0226255188721571,"LM Pepe"
611.65,0.0226255188721571,"LM Pepe"
612.45,0.0226255188721571,"LM Pepe"
613.25,0.022662818440691,"LM Pepe"
614.05,0.022662818440691,"LM Pepe"
614.85,0.022662818440691,"LM Pepe"
615.65,0.022662818440691,"LM Pepe"
616.45,0.022662818440691,"LM Pepe"
617.25,0.022662818440691,"LM Pepe"
618.05,0.022662818440691,"LM Pepe"
618.85,0.022662818440691,"LM Pepe"
619.65,0.022662818440691,"LM Pepe"
620.45,0.022662818440691,"LM Pepe"
621.25,0.022662818440691,"LM Pepe"
622.05,0.022662818440691,"LM Pepe"
622.85,0.022662818440691,"LM Pepe"
623.65,0.022662818440691,"LM Pepe"
624.45,0.022662818440691,"LM Pepe"
625.25,0.022662818440691,"LM Pepe"
626.05,0.022662818440691,"LM Pepe"
626.85,0.022662818440691,"LM Pepe"
627.65,0.022662818440691,"LM Pepe"
628.45,0.022662818440691,"LM Pepe"
629.25,0.022662818440691,"LM Pepe"
630.05,0.022662818440691,"LM Pepe"
630.85,0.022662818440691,"LM Pepe"
631.65,0.022662818440691,"LM Pepe"
632.45,0.0227019626121787,"LM Pepe"
633.25,0.0227019626121787,"LM Pepe"
634.05,0.0227019626121787,"LM Pepe"
634.85,0.0227019626121787,"LM Pepe"
635.65,0.0227019626121787,"LM Pepe"
636.45,0.0227019626121787,"LM Pepe"
637.25,0.0227019626121787,"LM Pepe"
638.05,0.0227019626121787,"LM Pepe"
638.85,0.0227019626121787,"LM Pepe"
639.65,0.0227019626121787,"LM Pepe"
640.45,0.0227019626121787,"LM Pepe"
641.25,0.0227019626121787,"LM Pepe"
642.05,0.0227019626121787,"LM Pepe"
642.85,0.0227019626121787,"LM Pepe"
643.65,0.0227019626121787,"LM Pepe"
644.45,0.0227019626121787,"LM Pepe"
645.25,0.0227019626121787,"LM Pepe"
646.05,0.0227019626121787,"LM Pepe"
646.85,0.0227019626121787,"LM Pepe"
647.65,0.0227019626121787,"LM Pepe"
648.45,0.0227019626121787,"LM Pepe"
649.25,0.0227019626121787,"LM Pepe"
650.05,0.0227019626121787,"LM Pepe"
650.85,0.0227019626121787,"LM Pepe"
651.65,0.0227019626121787,"LM Pepe"
652.45,0.0227019626121787,"LM Pepe"
653.25,0.0227019626121787,"LM Pepe"
654.05,0.0227019626121787,"LM Pepe"
654.85,0.0227019626121787,"LM Pepe"
655.65,0.0227019626121787,"LM Pepe"
656.45,0.029742944408495,"LM Pepe"
657.25,0.029742944408495,"LM Pepe"
658.05,0.029742944408495,"LM Pepe"
658.85,0.029742944408495,"LM Pepe"
659.65,0.029742944408495,"LM Pepe"
660.45,0.029742944408495,"LM Pepe"
661.25,0.029742944408495,"LM Pepe"
662.05,0.029742944408495,"LM Pepe"
662.85,0.029742944408495,"LM Pepe"
663.65,0.029742944408495,"LM Pepe"
664.45,0.029742944408495,"LM Pepe"
665.25,0.029742944408495,"LM Pepe"
666.05,0.029742944408495,"LM Pepe"
666.85,0.029742944408495,"LM Pepe"
667.65,0.029742944408495,"LM Pepe"
668.45,0.029742944408495,"LM Pepe"
669.25,0.029742944408495,"LM Pepe"
670.05,0.029742944408495,"LM Pepe"
670.85,0.029742944408495,"LM Pepe"
671.65,0.029742944408495,"LM Pepe"
672.45,0.029742944408495,"LM Pepe"
673.25,0.029742944408495,"LM Pepe"
674.05,0.029742944408495,"LM Pepe"
674.85,0.029742944408495,"LM Pepe"
675.65,0.029742944408495,"LM Pepe"
676.45,0.029742944408495,"LM Pepe"
677.25,0.029742944408495,"LM Pepe"
678.05,0.029742944408495,"LM Pepe"
678.85,0.029742944408495,"LM Pepe"
679.65,0.029742944408495,"LM Pepe"
680.45,0.029742944408495,"LM Pepe"
681.25,0.029742944408495,"LM Pepe"
682.05,0.029742944408495,"LM Pepe"
682.85,0.029742944408495,"LM Pepe"
683.65,0.029742944408495,"LM Pepe"
684.45,0.029742944408495,"LM Pepe"
685.25,0.029742944408495,"LM Pepe"
686.05,0.029742944408495,"LM Pepe"
686.85,0.029742944408495,"LM Pepe"
687.65,0.029742944408495,"LM Pepe"
688.45,0.029742944408495,"LM Pepe"
689.25,0.029742944408495,"LM Pepe"
690.05,0.029742944408495,"LM Pepe"
690.85,0.029742944408495,"LM Pepe"
691.65,0.029742944408495,"LM Pepe"
692.45,0.029742944408495,"LM Pepe"
693.25,0.029742944408495,"LM Pepe"
694.05,0.029742944408495,"LM Pepe"
694.85,0.029742944408495,"LM Pepe"
695.65,0.029742944408495,"LM Pepe"
696.45,0.029742944408495,"LM Pepe"
697.25,0.029742944408495,"LM Pepe"
698.05,0.029742944408495,"LM Pepe"
698.85,0.029742944408495,"LM Pepe"
699.65,0.029742944408495,"LM Pepe"
700.45,0.029742944408495,"LM Pepe"
701.25,0.029742944408495,"LM Pepe"
702.05,0.029742944408495,"LM Pepe"
702.85,0.029742944408495,"LM Pepe"
703.65,0.029742944408495,"LM Pepe"
704.45,0.029742944408495,"LM Pepe"
705.25,0.029742944408495,"LM Pepe"
706.05,0.029742944408495,"LM Pepe"
706.85,0.029742944408495,"LM Pepe"
707.65,0.029742944408495,"LM Pepe"
708.45,0.029742944408495,"LM Pepe"
709.25,0.029742944408495,"LM Pepe"
710.05,0.029742944408495,"LM Pepe"
710.85,0.029742944408495,"LM Pepe"
711.65,0.029742944408495,"LM Pepe"
712.45,0.029742944408495,"LM Pepe"
713.25,0.0298181828523719,"LM Pepe"
714.05,0.0298181828523719,"LM Pepe"
714.85,0.0298181828523719,"LM Pepe"
715.65,0.0298181828523719,"LM Pepe"
716.45,0.0298181828523719,"LM Pepe"
717.25,0.0298181828523719,"LM Pepe"
718.05,0.0298181828523719,"LM Pepe"
718.85,0.0298181828523719,"LM Pepe"
719.65,0.0298181828523719,"LM Pepe"
720.45,0.0298181828523719,"LM Pepe"
721.25,0.0298181828523719,"LM Pepe"
722.05,0.0298181828523719,"LM Pepe"
722.85,0.0298181828523719,"LM Pepe"
723.65,0.0298181828523719,"LM Pepe"
724.45,0.0298181828523719,"LM Pepe"
725.25,0.0298181828523719,"LM Pepe"
726.05,0.0298181828523719,"LM Pepe"
726.85,0.0298181828523719,"LM Pepe"
727.65,0.0298181828523719,"LM Pepe"
728.45,0.0298181828523719,"LM Pepe"
729.25,0.0298181828523719,"LM Pepe"
730.05,0.0298181828523719,"LM Pepe"
730.85,0.0298181828523719,"LM Pepe"
731.65,0.0298181828523719,"LM Pepe"
732.45,0.0298181828523719,"LM Pepe"
733.25,0.0298181828523719,"LM Pepe"
734.05,0.0298181828523719,"LM Pepe"
734.85,0.0298181828523719,"LM Pepe"
735.65,0.0298181828523719,"LM Pepe"
736.45,0.0298181828523719,"LM Pepe"
737.25,0.0298181828523719,"LM Pepe"
738.05,0.0298181828523719,"LM Pepe"
738.85,0.0298181828523719,"LM Pepe"
739.65,0.0298181828523719,"LM Pepe"
740.45,0.0298181828523719,"LM Pepe"
741.25,0.0298181828523719,"LM Pepe"
742.05,0.0298181828523719,"LM Pepe"
742.85,0.0298181828523719,"LM Pepe"
743.65,0.0298181828523719,"LM Pepe"
744.45,0.0298181828523719,"LM Pepe"
745.25,0.0298181828523719,"LM Pepe"
746.05,0.0298181828523719,"LM Pepe"
746.85,0.0298181828523719,"LM Pepe"
747.65,0.0298181828523719,"LM Pepe"
748.45,0.0298181828523719,"LM Pepe"
749.25,0.0298181828523719,"LM Pepe"
750.05,0.0298181828523719,"LM Pepe"
750.85,0.0298181828523719,"LM Pepe"
751.65,0.0298181828523719,"LM Pepe"
752.45,0.0298181828523719,"LM Pepe"
753.25,0.0298181828523719,"LM Pepe"
754.05,0.0298181828523719,"LM Pepe"
754.85,0.0298181828523719,"LM Pepe"
755.65,0.0298181828523719,"LM Pepe"
756.45,0.0298181828523719,"LM Pepe"
757.25,0.0298181828523719,"LM Pepe"
758.05,0.0298181828523719,"LM Pepe"
758.85,0.0298181828523719,"LM Pepe"
759.65,0.0298181828523719,"LM Pepe"
760.45,0.0298181828523719,"LM Pepe"
761.25,0.0298181828523719,"LM Pepe"
762.05,0.0298181828523719,"LM Pepe"
762.85,0.0298181828523719,"LM Pepe"
763.65,0.0298181828523719,"LM Pepe"
764.45,0.0298181828523719,"LM Pepe"
765.25,0.0298181828523719,"LM Pepe"
766.05,0.0298181828523719,"LM Pepe"
766.85,0.0298181828523719,"LM Pepe"
767.65,0.0298181828523719,"LM Pepe"
768.45,0.0298181828523719,"LM Pepe"
769.25,0.0298181828523719,"LM Pepe"
770.05,0.0298181828523719,"LM Pepe"
770.85,0.0298181828523719,"LM Pepe"
771.65,0.0298181828523719,"LM Pepe"
772.45,0.0298181828523719,"LM Pepe"
773.25,0.0298181828523719,"LM Pepe"
774.05,0.0298181828523719,"LM Pepe"
774.85,0.0298181828523719,"LM Pepe"
775.65,0.0298181828523719,"LM Pepe"
776.45,0.0298181828523719,"LM Pepe"
777.25,0.0298181828523719,"LM Pepe"
778.05,0.0298181828523719,"LM Pepe"
778.85,0.0298181828523719,"LM Pepe"
779.65,0.0298181828523719,"LM Pepe"
780.45,0.0298181828523719,"LM Pepe"
781.25,0.0298181828523719,"LM Pepe"
782.05,0.0298181828523719,"LM Pepe"
782.85,0.0298181828523719,"LM Pepe"
783.65,0.0298181828523719,"LM Pepe"
784.45,0.0298181828523719,"LM Pepe"
785.25,0.0298181828523719,"LM Pepe"
786.05,0.0298181828523719,"LM Pepe"
786.85,0.0298181828523719,"LM Pepe"
787.65,0.0298181828523719,"LM Pepe"
788.45,0.0298181828523719,"LM Pepe"
789.25,0.0298181828523719,"LM Pepe"
790.05,0.0298181828523719,"LM Pepe"
790.85,0.0298181828523719,"LM Pepe"
791.65,0.0298181828523719,"LM Pepe"
792.45,0.0298181828523719,"LM Pepe"
793.25,0.0298181828523719,"LM Pepe"
794.05,0.0298181828523719,"LM Pepe"
794.85,0.0298181828523719,"LM Pepe"
795.65,0.0298181828523719,"LM Pepe"
796.45,0.0298181828523719,"LM Pepe"
797.25,0.0298181828523719,"LM Pepe"
798.05,0.0298181828523719,"LM Pepe"
798.85,0.0298181828523719,"LM Pepe"
799.65,0.0298181828523719,"LM Pepe"
800.45,0.0299773720394394,"LM Pepe"
801.25,0.0301430010636335,"LM Pepe"
802.05,0.0301430010636335,"LM Pepe"
802.85,0.0301430010636335,"LM Pepe"
803.65,0.0301430010636335,"LM Pepe"
804.45,0.0301430010636335,"LM Pepe"
805.25,0.0301430010636335,"LM Pepe"
806.05,0.0303086300878278,"LM Pepe"
806.85,0.0303086300878278,"LM Pepe"
807.65,0.0303086300878278,"LM Pepe"
808.45,0.0303086300878278,"LM Pepe"
809.25,0.0303086300878278,"LM Pepe"
810.05,0.0303086300878278,"LM Pepe"
810.85,0.0303086300878278,"LM Pepe"
811.65,0.0303086300878278,"LM Pepe"
812.45,0.0303086300878278,"LM Pepe"
813.25,0.0303086300878278,"LM Pepe"
814.05,0.0303086300878278,"LM Pepe"
814.85,0.0303086300878278,"LM Pepe"
815.65,0.0303086300878278,"LM Pepe"
816.45,0.0303086300878278,"LM Pepe"
817.25,0.0303086300878278,"LM Pepe"
818.05,0.0303086300878278,"LM Pepe"
818.85,0.0303086300878278,"LM Pepe"
819.65,0.0303086300878278,"LM Pepe"
820.45,0.0303086300878278,"LM Pepe"
821.25,0.0303086300878278,"LM Pepe"
822.05,0.0303086300878278,"LM Pepe"
822.85,0.0303086300878278,"LM Pepe"
823.65,0.0303086300878278,"LM Pepe"
824.45,0.0303086300878278,"LM Pepe"
825.25,0.0303086300878278,"LM Pepe"
826.05,0.0303086300878278,"LM Pepe"
826.85,0.0303086300878278,"LM Pepe"
